depth	min	max	median	mean
210.5	3410	5005	4187	4192
211.5	3430	5030	4210	4212
212.5	3449	5047	4229	4232
213.5	3467	5071	4250	4252
214.5	3487	5093	4268	4272
215.5	3504	5107	4285	4292
216.5	3519	5132	4305	4313
217.5	3538	5145	4326	4333
218.5	3564	5167	4345	4354
219.5	3584	5187	4364	4374
220.5	3605	5213	4383	4394
221.5	3620	5228	4402	4415
222.5	3642	5250	4422	4435
223.5	3661	5272	4444	4456
224.5	3681	5295	4467	4476
225.5	3702	5320	4490	4497
226.5	3721	5338	4511	4517
227.5	3740	5358	4531	4538
228.5	3766	5387	4555	4559
229.5	3788	5408	4574	4580
230.5	3803	5436	4596	4601
231.5	3821	5458	4617	4622
232.5	3846	5468	4638	4643
233.5	3862	5491	4658	4664
234.5	3880	5520	4676	4684
235.5	3902	5536	4697	4705
236.5	3922	5563	4718	4726
237.5	3948	5580	4739	4746
238.5	3966	5590	4761	4767
239.5	3988	5612	4781	4787
240.5	4004	5638	4806	4808
241.5	4022	5665	4826	4829
242.5	4043	5680	4846	4849
243.5	4061	5693	4867	4869
244.5	4078	5710	4887	4890
245.5	4095	5733	4909	4910
246.5	4114	5751	4929	4931
247.5	4135	5767	4951	4951
248.5	4158	5789	4970	4972
249.5	4184	5805	4988	4992
250.5	4207	5831	5009	5013
251.5	4225	5847	5029	5033
252.5	4244	5864	5050	5053
253.5	4268	5882	5072	5073
254.5	4290	5905	5093	5093
255.5	4308	5933	5111	5114
256.5	4329	5948	5131	5134
257.5	4351	5961	5155	5155
258.5	4373	5988	5173	5176
259.5	4392	6000	5197	5196
260.5	4414	6020	5218	5217
261.5	4442	6042	5238	5238
262.5	4464	6064	5258	5259
263.5	4482	6083	5279	5279
264.5	4501	6099	5298	5300
265.5	4521	6120	5320	5321
266.5	4543	6141	5341	5341
267.5	4565	6155	5364	5362
268.5	4581	6175	5385	5383
269.5	4603	6190	5408	5403
270.5	4617	6210	5426	5424
271.5	4636	6224	5446	5445
272.5	4658	6244	5469	5466
273.5	4679	6265	5491	5487
274.5	4696	6292	5510	5508
275.5	4716	6317	5532	5529
276.5	4735	6336	5551	5549
277.5	4760	6351	5569	5570
278.5	4786	6369	5589	5590
279.5	4797	6390	5606	5610
280.5	4822	6408	5629	5630
281.5	4841	6427	5651	5651
282.5	4868	6447	5670	5672
283.5	4887	6468	5691	5693
284.5	4902	6493	5711	5714
285.5	4923	6511	5735	5734
286.5	4941	6533	5754	5755
287.5	4966	6549	5774	5775
288.5	4995	6561	5795	5795
289.5	5014	6585	5818	5815
290.5	5038	6604	5836	5835
291.5	5056	6625	5854	5856
292.5	5083	6645	5879	5877
293.5	5102	6667	5903	5898
294.5	5123	6690	5922	5919
295.5	5139	6710	5942	5940
296.5	5163	6728	5963	5961
297.5	5185	6751	5984	5981
298.5	5204	6769	6006	6002
299.5	5220	6789	6026	6023
300.5	5238	6810	6046	6044
301.5	5261	6831	6068	6065
302.5	5282	6849	6087	6086
303.5	5307	6866	6110	6108
304.5	5331	6887	6131	6129
305.5	5349	6909	6153	6150
306.5	5374	6928	6177	6171
307.5	5395	6946	6200	6191
308.5	5423	6966	6220	6212
309.5	5447	6981	6239	6233
310.5	5468	7003	6260	6253
311.5	5489	7020	6281	6274
312.5	5507	7047	6302	6295
313.5	5531	7067	6321	6315
314.5	5549	7085	6341	6336
315.5	5566	7111	6363	6356
316.5	5582	7130	6381	6377
317.5	5606	7140	6401	6397
318.5	5632	7160	6422	6416
319.5	5652	7180	6442	6436
320.5	5672	7197	6461	6456
321.5	5693	7217	6481	6477
322.5	5715	7232	6503	6498
323.5	5741	7248	6523	6518
324.5	5761	7265	6544	6539
325.5	5781	7286	6566	6560
326.5	5797	7301	6588	6581
327.5	5825	7319	6608	6602
328.5	5849	7340	6628	6623
329.5	5872	7357	6650	6643
330.5	5897	7372	6671	6664
331.5	5916	7392	6689	6685
332.5	5936	7412	6713	6705
333.5	5954	7435	6733	6725
334.5	5976	7457	6754	6745
335.5	6004	7480	6772	6765
336.5	6024	7499	6793	6785
337.5	6039	7516	6813	6804
338.5	6062	7534	6834	6824
339.5	6079	7550	6855	6844
340.5	6100	7574	6872	6863
341.5	6121	7597	6892	6883
342.5	6141	7616	6911	6903
343.5	6156	7631	6932	6923
344.5	6183	7649	6951	6944
345.5	6208	7666	6972	6964
346.5	6233	7687	6994	6985
347.5	6248	7705	7016	7006
348.5	6274	7725	7034	7027
349.5	6293	7748	7057	7048
350.5	6305	7774	7079	7069
351.5	6330	7790	7100	7090
352.5	6353	7805	7121	7110
353.5	6378	7823	7140	7131
354.5	6400	7842	7160	7152
355.5	6418	7866	7181	7173
356.5	6442	7882	7202	7193
357.5	6465	7898	7222	7214
358.5	6483	7915	7244	7235
359.5	6505	7932	7264	7256
360.5	6528	7952	7286	7276
361.5	6552	7970	7306	7297
362.5	6571	7983	7326	7316
363.5	6591	8005	7345	7336
364.5	6610	8026	7365	7356
365.5	6629	8046	7383	7376
366.5	6650	8066	7404	7396
367.5	6671	8080	7423	7416
368.5	6691	8095	7443	7436
369.5	6706	8111	7464	7456
370.5	6726	8135	7483	7476
371.5	6755	8154	7503	7497
372.5	6782	8170	7526	7517
373.5	6812	8186	7548	7538
374.5	6837	8213	7568	7558
375.5	6858	8233	7589	7579
376.5	6876	8251	7611	7600
377.5	6899	8271	7633	7621
378.5	6920	8287	7656	7642
379.5	6944	8306	7677	7663
380.5	6960	8326	7695	7684
381.5	6981	8345	7718	7705
382.5	7006	8365	7738	7726
383.5	7029	8386	7759	7747
384.5	7056	8403	7781	7768
385.5	7081	8425	7801	7789
386.5	7103	8444	7825	7810
387.5	7133	8459	7844	7831
388.5	7164	8475	7864	7853
389.5	7191	8494	7886	7874
390.5	7212	8517	7906	7895
391.5	7236	8537	7929	7917
392.5	7269	8557	7950	7937
393.5	7295	8576	7973	7958
394.5	7312	8595	7994	7979
395.5	7333	8614	8015	8000
396.5	7353	8632	8035	8021
397.5	7380	8644	8053	8041
398.5	7405	8663	8074	8062
399.5	7421	8680	8093	8082
400.5	7436	8700	8113	8103
401.5	7459	8720	8133	8124
402.5	7494	8742	8153	8145
403.5	7522	8758	8172	8166
404.5	7548	8777	8195	8187
405.5	7574	8794	8216	8208
406.5	7599	8809	8236	8228
407.5	7622	8826	8256	8249
408.5	7653	8838	8279	8270
409.5	7679	8858	8300	8291
410.5	7697	8880	8321	8312
411.5	7721	8898	8343	8333
412.5	7743	8910	8363	8354
413.5	7772	8930	8385	8375
414.5	7786	8949	8406	8395
415.5	7806	8965	8426	8416
416.5	7828	8984	8449	8437
417.5	7850	8998	8468	8458
418.5	7873	9015	8490	8479
419.5	7891	9036	8511	8500
420.5	7916	9058	8535	8520
421.5	7936	9076	8555	8541
422.5	7959	9092	8576	8561
423.5	7981	9112	8595	8582
424.5	8004	9129	8616	8602
425.5	8030	9145	8635	8622
426.5	8058	9163	8654	8643
427.5	8090	9171	8674	8664
428.5	8119	9189	8696	8685
429.5	8143	9203	8718	8706
430.5	8165	9222	8740	8727
431.5	8188	9244	8761	8748
432.5	8218	9259	8780	8768
433.5	8241	9272	8801	8789
434.5	8263	9290	8822	8810
435.5	8283	9311	8842	8830
436.5	8310	9332	8862	8851
437.5	8333	9343	8883	8871
438.5	8363	9358	8904	8892
439.5	8386	9374	8925	8912
440.5	8415	9386	8945	8933
441.5	8444	9405	8964	8953
442.5	8484	9417	8985	8974
443.5	8504	9430	9004	8994
444.5	8525	9446	9025	9015
445.5	8550	9471	9047	9035
446.5	8578	9488	9067	9056
447.5	8609	9506	9087	9076
448.5	8641	9524	9107	9097
449.5	8668	9543	9129	9117
450.5	8685	9566	9149	9138
451.5	8714	9581	9169	9158
452.5	8743	9594	9189	9179
453.5	8768	9607	9209	9199
454.5	8796	9625	9228	9219
455.5	8816	9642	9248	9240
456.5	8848	9658	9269	9260
457.5	8878	9674	9287	9281
458.5	8912	9688	9308	9302
459.5	8939	9701	9329	9322
460.5	8960	9715	9350	9343
461.5	8990	9736	9370	9363
462.5	9027	9748	9390	9385
463.5	9063	9763	9410	9406
464.5	9094	9781	9430	9427
465.5	9120	9804	9450	9448
466.5	9152	9823	9469	9469
467.5	9194	9836	9488	9491
468.5	9225	9853	9506	9512
469.5	9258	9866	9527	9533
470.5	9283	9891	9547	9555
471.5	9323	9909	9564	9576
472.5	9379	9919	9578	9597
473.5	9431	9932	9593	9617
474.5	9476	9949	9610	9638
475.5	9515	9961	9630	9659
476.5	9540	9983	9652	9681
477.5	9555	10013	9681	9707
478.5	9571	10046	9708	9732
479.5	9581	10083	9733	9757
480.5	9589	10126	9756	9782
481.5	9604	10161	9780	9807
482.5	9625	10186	9806	9832
483.5	9636	10209	9833	9857
484.5	9646	10241	9857	9881
485.5	9654	10274	9882	9906
486.5	9672	10303	9909	9931
487.5	9693	10330	9936	9957
488.5	9713	10356	9963	9982
489.5	9728	10381	9992	10007
490.5	9738	10413	10018	10033
491.5	9758	10439	10044	10058
492.5	9778	10463	10070	10083
493.5	9796	10486	10097	10108
494.5	9812	10514	10124	10134
495.5	9823	10548	10151	10159
496.5	9847	10572	10175	10184
497.5	9877	10594	10201	10210
498.5	9898	10613	10228	10235
499.5	9914	10640	10253	10261
500.5	9934	10670	10280	10286
501.5	9955	10698	10305	10311
502.5	9983	10714	10330	10336
503.5	10007	10734	10357	10360
504.5	10024	10762	10382	10385
505.5	10042	10793	10408	10409
506.5	10066	10817	10434	10434
507.5	10091	10835	10458	10460
508.5	10114	10855	10485	10486
509.5	10139	10877	10513	10512
510.5	10153	10905	10539	10537
511.5	10179	10927	10565	10563
512.5	10220	10942	10592	10589
513.5	10248	10960	10619	10615
514.5	10270	10981	10648	10640
515.5	10293	11004	10674	10666
516.5	10323	11023	10700	10692
517.5	10362	11038	10726	10718
518.5	10393	11053	10754	10744
519.5	10420	11071	10781	10770
520.5	10441	11097	10807	10795
521.5	10469	11115	10833	10821
522.5	10505	11128	10857	10847
523.5	10532	11143	10885	10873
524.5	10557	11157	10912	10898
525.5	10579	11180	10940	10924
526.5	10614	11198	10967	10950
527.5	10661	11214	10990	10975
528.5	10693	11228	11015	11000
529.5	10722	11242	11040	11025
530.5	10740	11260	11067	11050
531.5	10774	11277	11091	11075
532.5	10821	11289	11113	11100
533.5	10855	11303	11137	11125
534.5	10881	11322	11161	11150
535.5	10909	11350	11187	11175
536.5	10936	11373	11215	11202
537.5	10970	11399	11246	11233
538.5	10998	11429	11273	11264
539.5	11024	11485	11297	11294
540.5	11052	11563	11321	11325
541.5	11087	11615	11350	11356
542.5	11135	11641	11382	11388
543.5	11174	11678	11413	11420
544.5	11200	11735	11444	11453
545.5	11220	11792	11474	11485
546.5	11250	11838	11506	11517
547.5	11281	11863	11541	11549
548.5	11303	11899	11574	11581
549.5	11325	11935	11609	11613
550.5	11347	11985	11641	11645
551.5	11374	12024	11671	11677
552.5	11402	12049	11704	11708
553.5	11427	12085	11737	11739
554.5	11448	12126	11768	11771
555.5	11465	12177	11796	11802
556.5	11493	12213	11828	11833
557.5	11524	12233	11858	11863
558.5	11552	12257	11891	11894
559.5	11572	12291	11924	11924
560.5	11586	12324	11954	11955
561.5	11615	12354	11985	11985
562.5	11652	12374	12013	12014
563.5	11680	12395	12047	12044
564.5	11697	12420	12078	12073
565.5	11721	12456	12108	12103
566.5	11753	12487	12138	12133
567.5	11791	12503	12168	12162
568.5	11826	12523	12199	12192
569.5	11854	12541	12232	12222
570.5	11879	12568	12266	12252
571.5	11916	12593	12294	12282
572.5	11953	12608	12325	12312
573.5	11991	12623	12356	12343
574.5	12026	12637	12389	12373
575.5	12045	12662	12419	12403
576.5	12085	12685	12449	12433
577.5	12135	12697	12479	12464
578.5	12175	12712	12512	12494
579.5	12206	12733	12545	12525
580.5	12232	12752	12578	12555
581.5	12287	12774	12606	12586
582.5	12375	12789	12631	12618
583.5	12458	12804	12658	12650
584.5	12534	12826	12686	12682
585.5	12587	12852	12717	12714
586.5	12636	12886	12757	12753
587.5	12672	12953	12796	12799
588.5	12691	13063	12832	12845
589.5	12708	13180	12870	12891
590.5	12724	13304	12908	12938
591.5	12752	13392	12952	12985
592.5	12785	13442	13005	13034
593.5	12809	13501	13059	13083
594.5	12828	13566	13109	13131
595.5	12844	13661	13156	13180
596.5	12879	13727	13206	13228
597.5	12920	13762	13254	13276
598.5	12955	13807	13302	13324
599.5	12983	13867	13354	13371
600.5	13007	13937	13403	13419
601.5	13044	13988	13449	13467
602.5	13089	14022	13496	13515
603.5	13124	14067	13548	13563
604.5	13150	14116	13602	13610
605.5	13172	14178	13652	13658
606.5	13215	14228	13696	13702
607.5	13265	14249	13740	13742
608.5	13299	14285	13785	13782
609.5	13328	14325	13833	13822
610.5	13352	14380	13872	13862
611.5	13375	14422	13904	13895
612.5	13402	14444	13926	13920
613.5	13430	14470	13946	13946
614.5	13456	14503	13970	13971
615.5	13476	14531	13994	13997
616.5	13497	14559	14018	14022
617.5	13521	14578	14043	14047
618.5	13551	14605	14065	14073
619.5	13579	14634	14089	14098
620.5	13602	14664	14115	14123
621.5	13627	14691	14137	14148
622.5	13652	14714	14161	14173
623.5	13686	14737	14185	14198
624.5	13715	14760	14209	14223
625.5	13736	14792	14232	14248
626.5	13763	14825	14258	14273
627.5	13792	14845	14283	14299
628.5	13817	14869	14308	14324
629.5	13841	14891	14333	14349
630.5	13863	14923	14357	14374
631.5	13890	14950	14381	14399
632.5	13929	14970	14403	14424
