depth	min	max	median	mean
213.5	2811	4150	3502	3489
214.5	2821	4166	3524	3509
215.5	2839	4185	3546	3530
216.5	2846	4209	3564	3551
217.5	2857	4227	3583	3572
218.5	2865	4254	3606	3592
219.5	2872	4287	3626	3613
220.5	2879	4319	3646	3634
221.5	2895	4340	3666	3655
222.5	2929	4345	3692	3676
223.5	2954	4358	3713	3697
224.5	2976	4368	3739	3718
225.5	2999	4379	3759	3738
226.5	3013	4389	3781	3759
227.5	3035	4398	3809	3780
228.5	3056	4405	3835	3801
229.5	3078	4420	3861	3822
230.5	3095	4435	3885	3843
231.5	3106	4449	3910	3864
232.5	3126	4461	3935	3885
233.5	3134	4474	3959	3906
234.5	3155	4488	3986	3927
235.5	3175	4503	4010	3948
236.5	3189	4520	4031	3969
237.5	3208	4534	4053	3990
238.5	3225	4553	4075	4011
239.5	3240	4584	4103	4032
240.5	3254	4609	4127	4053
241.5	3292	4628	4145	4076
242.5	3355	4633	4164	4101
243.5	3419	4637	4185	4126
244.5	3475	4643	4201	4150
245.5	3527	4653	4224	4175
246.5	3579	4661	4241	4200
247.5	3642	4667	4260	4225
248.5	3701	4674	4281	4250
249.5	3760	4681	4304	4274
250.5	3816	4691	4323	4299
251.5	3861	4701	4343	4324
252.5	3912	4707	4366	4349
253.5	3965	4715	4387	4374
254.5	4006	4730	4409	4398
255.5	4040	4741	4431	4423
256.5	4082	4749	4454	4448
257.5	4115	4764	4479	4473
258.5	4140	4777	4506	4498
259.5	4166	4795	4533	4522
260.5	4192	4819	4556	4547
261.5	4222	4833	4580	4570
262.5	4264	4839	4597	4591
263.5	4307	4846	4616	4611
264.5	4343	4857	4635	4632
265.5	4377	4867	4655	4652
266.5	4409	4878	4674	4673
267.5	4436	4892	4694	4693
268.5	4452	4906	4714	4714
269.5	4478	4935	4736	4735
270.5	4497	4968	4758	4755
271.5	4510	5009	4782	4776
272.5	4524	5047	4805	4796
273.5	4536	5087	4824	4817
274.5	4544	5131	4845	4837
275.5	4553	5180	4862	4858
276.5	4569	5226	4879	4879
277.5	4576	5269	4896	4899
278.5	4583	5313	4912	4920
279.5	4592	5362	4930	4940
280.5	4598	5407	4947	4961
281.5	4613	5434	4966	4980
282.5	4637	5442	4986	4999
283.5	4658	5455	5008	5017
284.5	4675	5466	5028	5035
285.5	4687	5478	5050	5053
286.5	4699	5493	5070	5071
287.5	4711	5506	5091	5089
288.5	4724	5519	5110	5108
289.5	4735	5534	5127	5126
290.5	4748	5547	5144	5144
291.5	4760	5568	5164	5162
292.5	4772	5592	5180	5180
293.5	4784	5619	5199	5199
294.5	4789	5645	5218	5217
295.5	4798	5671	5237	5235
296.5	4808	5702	5252	5253
297.5	4819	5732	5271	5271
298.5	4827	5760	5287	5290
299.5	4835	5787	5303	5308
300.5	4840	5822	5318	5326
301.5	4860	5840	5336	5345
302.5	4888	5850	5356	5365
303.5	4919	5859	5379	5386
304.5	4943	5869	5399	5406
305.5	4971	5879	5422	5426
306.5	4995	5888	5446	5446
307.5	5013	5901	5470	5467
308.5	5030	5915	5492	5487
309.5	5049	5928	5513	5507
310.5	5062	5939	5533	5527
311.5	5080	5957	5554	5548
312.5	5094	5968	5575	5568
313.5	5116	5982	5602	5588
314.5	5122	6000	5625	5608
315.5	5133	6018	5647	5628
316.5	5148	6040	5672	5649
317.5	5153	6063	5696	5669
318.5	5163	6086	5717	5689
319.5	5176	6111	5740	5709
320.5	5190	6136	5765	5730
321.5	5218	6150	5785	5750
322.5	5261	6155	5804	5771
323.5	5306	6164	5821	5791
324.5	5357	6171	5838	5812
325.5	5395	6178	5854	5833
326.5	5444	6185	5871	5853
327.5	5495	6193	5890	5874
328.5	5541	6197	5909	5894
329.5	5591	6207	5926	5915
330.5	5626	6216	5945	5936
331.5	5666	6222	5963	5956
332.5	5707	6228	5981	5977
333.5	5740	6232	6001	5998
334.5	5768	6241	6019	6018
335.5	5802	6254	6037	6039
336.5	5829	6269	6059	6059
337.5	5851	6287	6078	6080
338.5	5862	6302	6100	6101
339.5	5875	6325	6121	6121
340.5	5895	6351	6141	6142
341.5	5915	6375	6162	6165
342.5	5948	6403	6190	6191
343.5	5981	6439	6219	6217
344.5	6000	6479	6244	6243
345.5	6013	6522	6270	6269
346.5	6025	6565	6293	6295
347.5	6041	6607	6318	6321
348.5	6057	6655	6341	6347
349.5	6072	6707	6362	6373
350.5	6081	6763	6388	6399
351.5	6088	6820	6412	6425
352.5	6094	6871	6435	6451
353.5	6105	6927	6457	6477
354.5	6114	6991	6479	6503
355.5	6122	7048	6506	6529
356.5	6128	7103	6529	6555
357.5	6137	7159	6551	6581
358.5	6144	7218	6574	6608
359.5	6148	7282	6598	6634
360.5	6153	7337	6624	6660
361.5	6177	7373	6650	6687
362.5	6210	7384	6680	6715
363.5	6237	7402	6713	6744
364.5	6263	7410	6747	6772
365.5	6282	7420	6781	6801
366.5	6295	7440	6814	6829
367.5	6305	7461	6847	6858
368.5	6325	7478	6880	6886
369.5	6342	7493	6914	6915
370.5	6355	7506	6951	6943
371.5	6375	7524	6987	6972
372.5	6387	7544	7021	7000
373.5	6397	7562	7057	7029
374.5	6412	7588	7094	7057
375.5	6425	7615	7126	7086
376.5	6435	7646	7157	7114
377.5	6447	7679	7190	7143
378.5	6455	7709	7218	7171
379.5	6461	7747	7247	7200
380.5	6468	7790	7272	7228
381.5	6506	7818	7300	7258
382.5	6574	7824	7327	7288
383.5	6642	7832	7354	7318
384.5	6708	7836	7382	7348
385.5	6775	7841	7408	7378
386.5	6841	7846	7436	7408
387.5	6905	7853	7463	7438
388.5	6969	7864	7489	7469
389.5	7036	7872	7518	7499
390.5	7101	7883	7540	7529
391.5	7168	7893	7568	7559
392.5	7234	7902	7598	7589
393.5	7300	7913	7625	7619
394.5	7359	7923	7654	7649
395.5	7417	7933	7681	7680
396.5	7474	7947	7711	7710
397.5	7520	7961	7740	7740
398.5	7565	7974	7767	7770
399.5	7607	7996	7796	7800
400.5	7640	8019	7826	7830
401.5	7673	8044	7855	7859
402.5	7697	8070	7881	7885
403.5	7712	8109	7906	7912
404.5	7729	8147	7935	7938
405.5	7745	8189	7964	7965
406.5	7760	8234	7990	7992
407.5	7773	8280	8016	8018
408.5	7783	8331	8042	8045
409.5	7794	8382	8066	8071
410.5	7803	8437	8091	8098
411.5	7806	8490	8114	8125
412.5	7812	8547	8139	8151
413.5	7817	8605	8164	8178
414.5	7822	8665	8187	8204
415.5	7825	8716	8212	8231
416.5	7830	8771	8237	8258
417.5	7837	8830	8263	8284
418.5	7845	8888	8289	8311
419.5	7849	8953	8313	8337
420.5	7853	9008	8335	8364
421.5	7866	9039	8357	8388
422.5	7890	9057	8383	8410
423.5	7906	9063	8404	8431
424.5	7915	9078	8427	8453
425.5	7929	9088	8456	8474
426.5	7945	9101	8483	8496
427.5	7958	9114	8506	8517
428.5	7969	9134	8535	8539
429.5	7979	9151	8560	8561
430.5	7990	9165	8589	8582
431.5	8002	9182	8612	8604
432.5	8012	9203	8638	8625
433.5	8024	9219	8664	8647
434.5	8037	9240	8682	8668
435.5	8047	9268	8707	8690
436.5	8059	9290	8729	8712
437.5	8065	9312	8755	8733
438.5	8069	9345	8778	8755
439.5	8079	9389	8800	8776
440.5	8087	9419	8819	8798
441.5	8114	9449	8841	8820
442.5	8158	9459	8864	8843
443.5	8187	9464	8889	8867
444.5	8225	9474	8911	8890
445.5	8250	9481	8934	8913
446.5	8277	9491	8959	8936
447.5	8299	9501	8985	8959
448.5	8320	9514	9010	8983
449.5	8343	9523	9036	9006
450.5	8359	9529	9066	9029
451.5	8375	9536	9092	9052
452.5	8395	9542	9119	9075
453.5	8413	9549	9146	9098
454.5	8427	9562	9173	9122
455.5	8442	9580	9200	9145
456.5	8456	9599	9227	9168
457.5	8469	9619	9251	9191
458.5	8479	9647	9274	9214
459.5	8490	9676	9300	9238
460.5	8502	9708	9323	9261
461.5	8542	9727	9344	9284
462.5	8606	9733	9366	9308
463.5	8670	9739	9386	9332
464.5	8738	9752	9405	9356
465.5	8798	9758	9425	9380
466.5	8855	9766	9442	9405
467.5	8917	9778	9461	9429
468.5	8976	9792	9481	9453
469.5	9038	9803	9500	9477
470.5	9103	9815	9521	9501
471.5	9167	9830	9539	9525
472.5	9226	9845	9558	9549
473.5	9285	9860	9578	9573
474.5	9340	9877	9596	9597
475.5	9393	9898	9616	9621
476.5	9450	9915	9635	9645
477.5	9499	9937	9653	9669
478.5	9544	9968	9671	9693
479.5	9572	10001	9695	9717
480.5	9596	10025	9716	9741
481.5	9619	10052	9742	9766
482.5	9637	10073	9772	9793
483.5	9654	10100	9804	9819
484.5	9664	10123	9833	9846
485.5	9684	10153	9858	9872
486.5	9694	10190	9886	9899
487.5	9702	10233	9911	9925
488.5	9714	10282	9937	9952
489.5	9722	10333	9960	9978
490.5	9732	10386	9986	10005
491.5	9737	10438	10009	10031
492.5	9743	10496	10032	10058
493.5	9750	10553	10055	10084
494.5	9755	10605	10079	10111
495.5	9759	10665	10104	10137
496.5	9764	10723	10129	10164
497.5	9770	10780	10152	10190
498.5	9777	10838	10177	10217
499.5	9780	10899	10202	10243
500.5	9783	10959	10226	10270
501.5	9794	10995	10249	10294
502.5	9815	11004	10270	10316
503.5	9842	11011	10294	10337
504.5	9862	11022	10318	10359
505.5	9878	11031	10344	10381
506.5	9898	11044	10372	10403
507.5	9916	11051	10396	10425
508.5	9933	11062	10422	10446
509.5	9948	11074	10442	10468
510.5	9963	11086	10471	10490
511.5	9979	11099	10500	10512
512.5	9996	11111	10527	10534
513.5	10013	11121	10551	10555
514.5	10031	11137	10578	10577
515.5	10046	11149	10605	10599
516.5	10057	11160	10627	10621
517.5	10069	11181	10651	10643
518.5	10084	11200	10676	10664
519.5	10100	11224	10702	10686
520.5	10106	11251	10722	10708
521.5	10137	11268	10748	10733
522.5	10189	11274	10774	10760
523.5	10240	11278	10800	10788
524.5	10288	11285	10826	10816
525.5	10342	11292	10854	10844
526.5	10393	11297	10882	10871
527.5	10445	11301	10910	10899
528.5	10498	11306	10939	10927
529.5	10549	11311	10967	10955
530.5	10590	11317	10995	10982
531.5	10626	11324	11021	11010
532.5	10665	11331	11051	11038
533.5	10709	11346	11080	11066
534.5	10744	11357	11111	11093
535.5	10783	11364	11141	11121
536.5	10819	11373	11170	11149
537.5	10845	11386	11199	11177
538.5	10887	11399	11231	11204
539.5	10917	11420	11259	11232
540.5	10936	11451	11289	11260
541.5	10972	11473	11320	11290
542.5	11020	11497	11350	11323
543.5	11068	11519	11378	11356
544.5	11110	11554	11405	11389
545.5	11155	11600	11432	11422
546.5	11192	11654	11459	11455
547.5	11222	11703	11488	11488
548.5	11251	11759	11518	11521
549.5	11284	11813	11548	11554
550.5	11317	11868	11580	11587
551.5	11343	11924	11615	11620
552.5	11359	11984	11650	11653
553.5	11380	12042	11682	11686
554.5	11395	12091	11716	11719
555.5	11407	12148	11749	11752
556.5	11416	12208	11781	11785
557.5	11427	12273	11813	11818
558.5	11438	12338	11844	11851
559.5	11448	12397	11876	11884
560.5	11455	12456	11905	11917
561.5	11482	12493	11935	11948
562.5	11529	12505	11966	11975
563.5	11568	12517	11993	12003
564.5	11601	12531	12024	12031
565.5	11634	12543	12054	12058
566.5	11665	12557	12081	12086
567.5	11693	12569	12108	12114
568.5	11722	12582	12139	12141
569.5	11740	12596	12170	12169
570.5	11762	12610	12201	12197
571.5	11785	12622	12232	12224
572.5	11811	12637	12266	12252
573.5	11828	12651	12299	12279
574.5	11842	12669	12329	12307
575.5	11857	12686	12362	12335
576.5	11873	12705	12394	12362
577.5	11882	12726	12423	12390
578.5	11898	12751	12457	12418
579.5	11913	12777	12489	12445
580.5	11931	12810	12519	12473
581.5	11984	12830	12548	12504
582.5	12073	12837	12577	12539
583.5	12161	12843	12606	12574
584.5	12249	12849	12636	12609
585.5	12327	12854	12668	12644
586.5	12406	12865	12698	12679
587.5	12487	12877	12728	12714
588.5	12555	12886	12759	12749
589.5	12623	12904	12793	12784
590.5	12664	12931	12828	12819
591.5	12698	12963	12864	12854
592.5	12722	13024	12894	12889
593.5	12750	13099	12924	12925
594.5	12768	13184	12953	12960
595.5	12787	13264	12981	12995
596.5	12799	13347	13011	13030
597.5	12815	13432	13041	13065
598.5	12824	13510	13071	13100
599.5	12836	13594	13100	13135
600.5	12846	13678	13130	13170
601.5	12870	13736	13168	13206
602.5	12903	13769	13205	13245
603.5	12928	13805	13251	13283
604.5	12950	13845	13292	13321
605.5	12968	13884	13334	13359
606.5	12983	13934	13375	13398
607.5	13000	13970	13412	13436
608.5	13016	14013	13454	13474
609.5	13037	14059	13494	13513
610.5	13056	14110	13531	13551
611.5	13073	14173	13569	13589
612.5	13088	14242	13608	13628
613.5	13103	14309	13644	13666
614.5	13115	14384	13682	13704
615.5	13130	14443	13722	13742
616.5	13142	14531	13764	13781
617.5	13157	14599	13800	13819
618.5	13165	14671	13838	13857
619.5	13178	14741	13874	13896
620.5	13186	14814	13910	13934
621.5	13222	14857	13947	13973
622.5	13297	14880	13985	14012
623.5	13372	14903	14021	14050
624.5	13427	14925	14061	14089
625.5	13486	14944	14098	14128
626.5	13551	14961	14140	14167
627.5	13602	14981	14175	14206
628.5	13656	14998	14212	14245
629.5	13707	15007	14253	14284
630.5	13752	15027	14293	14323
631.5	13805	15046	14336	14362
632.5	13839	15082	14376	14401
