depth	min	max	median	mean
242.5	3745	4488	4157	4146
243.5	3774	4509	4178	4167
244.5	3797	4527	4200	4189
245.5	3819	4545	4220	4210
246.5	3842	4566	4241	4231
247.5	3872	4580	4261	4253
248.5	3895	4593	4282	4274
249.5	3917	4612	4303	4295
250.5	3936	4633	4325	4317
251.5	3964	4650	4345	4338
252.5	3997	4665	4367	4360
253.5	4020	4678	4392	4382
254.5	4048	4693	4415	4404
255.5	4072	4714	4437	4426
256.5	4105	4731	4458	4447
257.5	4144	4742	4478	4469
258.5	4172	4753	4498	4490
259.5	4203	4766	4518	4511
260.5	4226	4784	4538	4532
261.5	4256	4797	4558	4554
262.5	4302	4806	4577	4576
263.5	4343	4816	4599	4598
264.5	4383	4825	4617	4620
265.5	4414	4840	4639	4642
266.5	4435	4861	4660	4663
267.5	4450	4888	4681	4684
268.5	4467	4922	4703	4704
269.5	4480	4961	4725	4725
270.5	4487	5006	4744	4745
271.5	4502	5040	4764	4765
272.5	4521	5056	4785	4786
273.5	4541	5079	4807	4806
274.5	4556	5106	4828	4827
275.5	4569	5137	4848	4847
276.5	4582	5159	4868	4867
277.5	4602	5179	4887	4887
278.5	4620	5203	4906	4907
279.5	4635	5227	4927	4927
280.5	4647	5252	4947	4947
281.5	4662	5277	4968	4968
282.5	4680	5295	4990	4988
283.5	4698	5321	5012	5009
284.5	4709	5349	5033	5030
285.5	4724	5384	5055	5051
286.5	4739	5411	5074	5072
287.5	4759	5422	5095	5092
288.5	4777	5442	5116	5112
289.5	4792	5464	5136	5133
290.5	4811	5492	5155	5153
291.5	4826	5511	5174	5173
292.5	4843	5525	5195	5193
293.5	4859	5544	5215	5213
294.5	4873	5563	5235	5233
295.5	4888	5589	5255	5253
296.5	4911	5607	5272	5273
297.5	4933	5628	5296	5293
298.5	4953	5648	5315	5313
299.5	4971	5665	5334	5334
300.5	4987	5691	5355	5354
301.5	5013	5709	5377	5374
302.5	5042	5727	5398	5395
303.5	5067	5745	5418	5416
304.5	5089	5766	5440	5437
305.5	5107	5791	5462	5458
306.5	5127	5812	5482	5479
307.5	5153	5825	5503	5500
308.5	5173	5840	5525	5520
309.5	5195	5858	5546	5540
310.5	5212	5881	5566	5561
311.5	5234	5899	5584	5581
312.5	5264	5912	5606	5602
313.5	5291	5929	5626	5623
314.5	5312	5946	5647	5644
315.5	5333	5966	5668	5665
316.5	5360	5983	5689	5686
317.5	5391	5994	5711	5707
318.5	5419	6008	5733	5728
319.5	5439	6028	5753	5749
320.5	5460	6048	5775	5770
321.5	5486	6065	5795	5790
322.5	5513	6078	5814	5811
323.5	5537	6089	5834	5831
324.5	5553	6103	5855	5851
325.5	5572	6124	5876	5871
326.5	5601	6139	5896	5891
327.5	5635	6149	5915	5911
328.5	5665	6164	5934	5931
329.5	5690	6179	5953	5950
330.5	5712	6197	5973	5970
331.5	5744	6214	5993	5990
332.5	5783	6224	6012	6010
333.5	5817	6235	6032	6031
334.5	5850	6249	6054	6051
335.5	5876	6269	6075	6072
336.5	5907	6285	6098	6094
337.5	5943	6308	6124	6119
338.5	5960	6338	6148	6144
339.5	5971	6380	6171	6169
340.5	5981	6434	6194	6194
341.5	6003	6473	6219	6221
342.5	6026	6509	6249	6250
343.5	6041	6554	6277	6279
344.5	6055	6601	6304	6309
345.5	6067	6663	6331	6338
346.5	6089	6712	6356	6367
347.5	6116	6739	6388	6395
348.5	6137	6771	6414	6423
349.5	6153	6809	6442	6452
350.5	6167	6853	6471	6480
351.5	6189	6888	6498	6508
352.5	6217	6916	6525	6536
353.5	6240	6944	6553	6565
354.5	6259	6973	6581	6593
355.5	6278	7018	6609	6621
356.5	6301	7052	6637	6648
357.5	6328	7075	6664	6675
358.5	6349	7098	6692	6702
359.5	6369	7120	6719	6729
360.5	6387	7153	6748	6755
361.5	6412	7180	6774	6782
362.5	6438	7197	6804	6810
363.5	6467	7225	6833	6837
364.5	6491	7251	6862	6865
365.5	6507	7288	6889	6892
366.5	6534	7314	6917	6920
367.5	6566	7333	6946	6948
368.5	6594	7354	6978	6976
369.5	6620	7379	7008	7004
370.5	6639	7410	7036	7032
371.5	6669	7434	7063	7060
372.5	6709	7452	7090	7086
373.5	6737	7470	7116	7113
374.5	6761	7495	7143	7140
375.5	6783	7529	7170	7167
376.5	6815	7555	7197	7194
377.5	6856	7571	7225	7221
378.5	6888	7585	7253	7247
379.5	6914	7603	7281	7274
380.5	6933	7629	7308	7300
381.5	6960	7650	7336	7327
382.5	7001	7666	7361	7354
383.5	7030	7682	7387	7380
384.5	7057	7702	7417	7407
385.5	7074	7727	7446	7433
386.5	7114	7752	7472	7460
387.5	7171	7766	7496	7487
388.5	7209	7780	7522	7514
389.5	7243	7799	7550	7541
390.5	7268	7824	7578	7568
391.5	7311	7842	7603	7595
392.5	7368	7852	7629	7623
393.5	7415	7869	7655	7651
394.5	7456	7888	7682	7679
395.5	7482	7912	7710	7707
396.5	7524	7931	7734	7734
397.5	7575	7948	7757	7760
398.5	7619	7966	7782	7787
399.5	7642	7997	7809	7813
400.5	7659	8038	7836	7840
401.5	7680	8075	7860	7865
402.5	7700	8099	7884	7888
403.5	7714	8135	7907	7912
404.5	7726	8178	7929	7935
405.5	7733	8227	7949	7959
406.5	7748	8263	7971	7982
407.5	7770	8290	7995	8006
408.5	7785	8318	8019	8029
409.5	7795	8352	8043	8053
410.5	7809	8395	8066	8077
411.5	7830	8426	8091	8100
412.5	7857	8447	8117	8124
413.5	7875	8473	8139	8148
414.5	7886	8498	8164	8172
415.5	7901	8534	8187	8195
416.5	7923	8563	8211	8219
417.5	7949	8586	8234	8243
418.5	7965	8615	8259	8268
419.5	7983	8646	8284	8292
420.5	7996	8678	8308	8316
421.5	8017	8710	8330	8340
422.5	8042	8728	8353	8363
423.5	8061	8750	8376	8386
424.5	8082	8776	8401	8409
425.5	8097	8816	8425	8432
426.5	8118	8838	8448	8455
427.5	8139	8864	8473	8479
428.5	8154	8886	8497	8502
429.5	8170	8906	8523	8526
430.5	8185	8932	8548	8549
431.5	8205	8953	8571	8573
432.5	8228	8973	8594	8597
433.5	8248	8995	8618	8621
434.5	8269	9020	8643	8644
435.5	8288	9050	8669	8668
436.5	8311	9075	8691	8692
437.5	8341	9095	8714	8716
438.5	8368	9118	8740	8740
439.5	8393	9139	8763	8763
440.5	8408	9168	8787	8787
441.5	8432	9192	8811	8811
442.5	8465	9210	8835	8835
443.5	8491	9233	8860	8859
444.5	8506	9250	8886	8883
445.5	8523	9284	8911	8907
446.5	8551	9305	8933	8931
447.5	8590	9318	8957	8956
448.5	8614	9331	8983	8980
449.5	8632	9350	9010	9005
450.5	8648	9371	9037	9030
451.5	8672	9394	9063	9054
452.5	8703	9412	9088	9079
453.5	8736	9432	9114	9103
454.5	8760	9450	9139	9127
455.5	8783	9477	9164	9152
456.5	8807	9499	9187	9176
457.5	8845	9517	9210	9200
458.5	8873	9541	9234	9225
459.5	8892	9558	9259	9249
460.5	8915	9583	9283	9273
461.5	8950	9608	9306	9298
462.5	8997	9625	9329	9322
463.5	9034	9643	9354	9346
464.5	9064	9660	9377	9371
465.5	9091	9684	9401	9395
466.5	9126	9703	9423	9419
467.5	9171	9719	9444	9443
468.5	9207	9733	9468	9467
469.5	9239	9754	9492	9491
470.5	9263	9777	9516	9515
471.5	9301	9791	9537	9539
472.5	9363	9811	9555	9562
473.5	9421	9830	9571	9586
474.5	9469	9849	9590	9609
475.5	9508	9869	9612	9633
476.5	9534	9898	9637	9658
477.5	9553	9925	9666	9683
478.5	9564	9955	9692	9709
479.5	9572	9995	9716	9735
480.5	9583	10044	9740	9760
481.5	9596	10085	9764	9786
482.5	9617	10114	9792	9811
483.5	9632	10144	9818	9837
484.5	9642	10184	9844	9863
485.5	9655	10230	9870	9888
486.5	9672	10261	9897	9914
487.5	9691	10281	9923	9940
488.5	9706	10307	9952	9966
489.5	9718	10345	9979	9992
490.5	9732	10379	10006	10019
491.5	9751	10413	10033	10044
492.5	9777	10432	10059	10070
493.5	9801	10456	10085	10096
494.5	9817	10480	10112	10122
495.5	9836	10513	10140	10148
496.5	9858	10535	10164	10173
497.5	9882	10556	10191	10199
498.5	9901	10585	10218	10224
499.5	9919	10616	10244	10250
500.5	9934	10652	10271	10275
501.5	9958	10680	10296	10300
502.5	9984	10698	10322	10325
503.5	10001	10718	10350	10350
504.5	10023	10740	10376	10375
505.5	10040	10768	10400	10400
506.5	10064	10792	10425	10426
507.5	10089	10809	10452	10451
508.5	10120	10828	10481	10477
509.5	10142	10854	10507	10503
510.5	10165	10885	10534	10529
511.5	10189	10908	10559	10554
512.5	10215	10922	10582	10579
513.5	10245	10940	10609	10604
514.5	10268	10961	10635	10630
515.5	10285	10987	10662	10655
516.5	10312	11007	10688	10680
517.5	10344	11022	10713	10705
518.5	10373	11035	10740	10731
519.5	10399	11054	10767	10756
520.5	10422	11079	10792	10782
521.5	10451	11099	10817	10807
522.5	10490	11111	10843	10834
523.5	10521	11127	10872	10860
524.5	10546	11150	10900	10886
525.5	10569	11172	10927	10913
526.5	10602	11189	10953	10939
527.5	10644	11201	10979	10965
528.5	10681	11214	11008	10991
529.5	10710	11231	11036	11017
530.5	10741	11256	11064	11042
531.5	10777	11274	11089	11069
532.5	10816	11284	11112	11095
533.5	10850	11302	11135	11121
534.5	10877	11323	11160	11147
535.5	10900	11347	11187	11173
536.5	10930	11372	11215	11202
537.5	10967	11396	11246	11232
538.5	10995	11428	11274	11263
539.5	11024	11485	11297	11293
540.5	11045	11555	11320	11324
541.5	11080	11607	11349	11355
542.5	11126	11634	11381	11387
543.5	11160	11677	11413	11420
544.5	11193	11727	11444	11452
545.5	11214	11793	11473	11484
546.5	11244	11839	11503	11516
547.5	11279	11861	11535	11547
548.5	11308	11892	11569	11577
549.5	11331	11927	11601	11608
550.5	11351	11978	11630	11639
551.5	11378	12015	11663	11669
552.5	11412	12037	11694	11699
553.5	11438	12064	11724	11730
554.5	11456	12100	11755	11760
555.5	11472	12142	11782	11790
556.5	11501	12176	11815	11821
557.5	11532	12199	11847	11852
558.5	11558	12226	11882	11883
559.5	11577	12263	11914	11914
560.5	11593	12308	11948	11945
561.5	11627	12337	11979	11976
562.5	11661	12363	12009	12008
563.5	11693	12385	12040	12039
564.5	11714	12412	12071	12071
565.5	11736	12450	12101	12102
566.5	11769	12477	12132	12132
567.5	11811	12493	12162	12161
568.5	11844	12509	12194	12190
569.5	11876	12530	12224	12219
570.5	11896	12563	12258	12248
571.5	11930	12588	12289	12278
572.5	11975	12600	12320	12309
573.5	12007	12613	12352	12340
574.5	12034	12633	12386	12371
575.5	12059	12663	12417	12402
576.5	12100	12685	12448	12433
577.5	12150	12697	12478	12463
578.5	12194	12709	12507	12493
579.5	12228	12722	12540	12523
580.5	12254	12742	12572	12553
581.5	12308	12760	12601	12583
582.5	12392	12767	12627	12615
583.5	12461	12777	12655	12646
584.5	12526	12788	12683	12677
585.5	12570	12807	12716	12708
586.5	12608	12833	12749	12739
587.5	12629	12888	12777	12771
588.5	12646	12968	12803	12803
589.5	12659	13052	12826	12835
590.5	12674	13138	12850	12867
591.5	12692	13194	12878	12897
592.5	12710	13221	12910	12927
593.5	12727	13263	12940	12957
594.5	12740	13315	12969	12987
595.5	12754	13374	12997	13017
596.5	12769	13417	13026	13047
597.5	12793	13449	13060	13078
598.5	12813	13485	13092	13108
599.5	12831	13523	13122	13139
600.5	12846	13567	13154	13170
601.5	12867	13613	13183	13200
602.5	12894	13644	13217	13231
603.5	12918	13680	13249	13262
604.5	12934	13722	13280	13292
605.5	12951	13769	13309	13323
606.5	12979	13808	13339	13354
607.5	13004	13844	13371	13384
608.5	13028	13875	13404	13415
609.5	13049	13914	13435	13446
610.5	13062	13962	13465	13477
611.5	13087	13996	13496	13508
612.5	13113	14020	13529	13539
613.5	13136	14054	13560	13570
614.5	13157	14090	13592	13601
615.5	13180	14138	13625	13632
616.5	13207	14178	13657	13662
617.5	13234	14205	13686	13693
618.5	13259	14237	13719	13724
619.5	13281	14275	13753	13755
620.5	13302	14306	13787	13786
621.5	13326	14335	13820	13816
622.5	13356	14359	13850	13847
623.5	13384	14386	13883	13878
624.5	13402	14420	13915	13909
625.5	13419	14448	13945	13940
626.5	13448	14487	13976	13970
627.5	13477	14516	14007	13999
628.5	13501	14555	14037	14029
629.5	13524	14597	14068	14058
630.5	13543	14627	14101	14088
631.5	13573	14666	14132	14118
632.5	13609	14683	14160	14149
