,,,,,,,Wisconsin State Climatology Office,,,,,,,,,,,
1927,14.1,24.2,34.8,42.0,51.2,60.8,66.8,62.3,61.6,50.0,33.6,16.4,43.2,,42.7,63.3,48.4,18.2
1928,18.2,19.9,28.8,37.4,54.8,59.3,68.8,66.9,55.6,48.9,35.3,25.0,43.2,,40.3,65.0,46.6,13.5
1929,5.0,10.5,33.0,44.2,50.5,60.6,68.8,64.9,58.4,47.5,29.6,21.0,41.2,,42.6,64.8,45.2,18.5
1930,10.4,24.1,29.3,43.0,55.2,65.4,69.8,68.9,60.7,45.8,36.6,22.3,44.3,,42.5,68.0,47.7,24.4
1931,23.0,27.8,30.0,44.3,52.5,67.2,73.4,67.1,65.4,52.1,41.0,30.3,47.8,,42.3,69.2,52.8,25.7
1932,24.5,22.3,23.2,40.8,54.5,66.7,70.4,69.0,58.9,45.7,29.9,20.1,43.8,,39.5,68.7,44.8,20.7
1933,25.9,16.2,28.1,41.0,54.8,70.6,71.0,66.0,64.0,45.5,29.6,19.5,44.4,,41.3,69.2,46.4,18.9
1934,23.3,13.8,26.0,40.9,59.6,68.0,69.7,64.5,57.6,49.5,37.9,18.7,44.1,,42.2,67.4,48.3,17.4
1935,13.1,20.3,31.5,40.3,49.9,60.2,73.5,68.0,58.5,47.1,31.8,19.8,42.8,,40.6,67.2,45.8,11.4
1936,10.4,3.9,30.5,37.6,59.0,61.9,73.8,69.2,61.9,44.5,29.8,24.6,42.3,,42.4,68.3,45.4,19.0
1937,14.6,17.7,26.4,40.5,55.0,63.5,71.4,72.3,59.8,44.2,31.2,18.5,42.9,,40.6,69.1,45.1,18.7
1938,14.9,22.8,34.9,44.2,53.6,63.6,69.1,70.0,58.6,52.6,34.9,21.7,45.1,,44.2,67.6,48.7,19.4
1939,21.4,15.0,28.6,39.6,57.2,65.5,71.0,68.2,61.8,47.4,35.1,29.2,45.0,,41.8,68.2,48.1,20.2
1940,10.4,20.9,24.4,39.4,51.7,63.6,70.1,66.2,60.1,50.0,31.3,23.0,42.6,,38.5,66.6,47.1,20.1
1941,19.8,17.5,24.8,47.9,58.4,65.8,70.8,67.9,61.3,49.2,36.6,28.4,45.7,,43.7,68.2,49.0,21.2
1942,17.0,18.3,33.0,48.1,53.1,63.7,68.7,66.5,57.0,48.2,33.3,17.0,43.7,,44.7,66.3,46.2,16.2
1943,12.9,18.6,24.0,40.7,52.9,67.2,70.8,68.5,55.1,47.8,30.4,22.3,42.6,,39.2,68.8,44.4,22.8
1944,24.8,21.3,25.8,39.0,57.6,66.3,68.7,69.0,59.7,47.8,38.1,17.4,44.6,,40.8,68.0,48.5,16.2
1945,12.7,18.4,39.6,44.0,50.0,59.7,66.2,67.6,58.4,45.9,32.9,16.2,42.6,,44.5,64.5,45.7,17.7
1946,18.6,18.4,38.7,45.9,52.1,62.4,68.9,65.3,58.6,51.7,35.8,23.4,45.0,,45.6,65.5,48.7,19.8
1947,20.6,15.3,27.8,40.5,49.0,60.4,68.6,73.4,61.0,56.8,29.0,21.1,43.6,,39.1,67.5,48.9,16.4
1948,11.3,16.7,27.7,46.0,52.6,63.5,69.8,68.8,63.0,47.2,37.9,22.1,43.9,,42.1,67.4,49.4,20.2
1949,19.6,18.8,29.1,43.7,55.4,67.6,71.7,69.0,55.5,51.2,33.5,23.3,44.9,,42.7,69.4,46.7,19.4
1950,17.0,18.0,24.4,35.8,52.8,64.2,65.8,62.0,57.7,51.4,29.2,14.4,41.1,,37.7,64.0,46.1,15.1
1951,12.8,18.0,26.3,41.2,57.3,61.0,67.8,63.7,55.9,47.5,25.4,18.8,41.3,,41.6,64.2,42.9,19.8
1952,17.3,23.2,26.5,46.3,54.0,65.6,70.6,66.1,59.5,42.7,35.7,25.5,44.4,,42.3,67.4,46.0,22.3
1953,21.2,20.2,31.0,40.3,53.9,65.8,69.8,69.1,59.6,52.8,38.7,24.9,45.6,,41.7,68.2,50.4,23.2
1954,16.5,28.1,28.4,44.9,49.6,66.0,68.7,65.6,59.2,47.6,36.1,23.0,44.5,,41.0,66.8,47.6,19.2
1955,16.1,18.6,27.1,48.9,57.0,63.7,73.6,72.2,60.0,49.5,29.5,17.2,44.5,,44.3,69.8,46.3,18.2
1956,18.4,18.9,25.2,40.0,52.3,66.1,65.6,66.6,55.7,52.8,33.4,23.5,43.2,,39.2,66.1,47.3,18.6
1957,10.2,22.2,30.1,43.8,52.5,64.0,69.8,67.0,57.4,46.3,33.2,24.9,43.5,,42.1,66.9,45.6,19.6
1958,19.3,14.6,31.1,44.1,54.1,59.6,67.1,67.8,59.2,50.0,35.5,14.5,43.1,,43.1,64.8,48.2,12.5
1959,9.4,13.5,25.8,42.9,58.2,65.9,68.1,71.3,60.6,44.2,25.6,28.2,42.8,,42.3,68.4,43.5,22.9
1960,20.4,20.0,20.2,44.5,52.4,61.7,67.0,67.7,61.0,47.4,36.4,19.0,43.1,,39.0,65.5,48.3,20.1
1961,15.7,25.5,32.4,39.9,51.7,64.3,68.4,67.8,61.2,49.5,34.1,18.7,44.1,,41.3,66.8,48.3,14.9
1962,11.0,15.0,27.8,42.5,58.3,63.3,65.9,67.2,56.3,49.8,34.9,19.6,42.6,,42.9,65.5,47.0,12.3
1963,6.2,11.2,29.8,45.1,52.3,65.8,70.0,65.2,58.6,56.8,38.7,13.4,42.8,,42.4,67.0,51.4,19.4
1964,22.2,22.7,28.5,43.8,59.0,65.0,70.6,64.6,57.4,46.1,37.3,18.9,44.7,,43.8,66.7,46.9,16.5
1965,14.4,16.1,23.6,39.6,57.3,62.4,66.8,65.4,56.8,48.3,34.8,28.6,42.8,,40.2,64.9,46.6,19.4
1966,9.9,19.7,33.0,40.5,50.0,65.9,71.7,65.8,58.0,47.4,34.0,21.0,43.1,,41.2,67.8,46.5,17.9
1967,19.4,13.4,29.2,43.0,49.1,64.6,66.6,63.2,57.8,46.7,31.0,23.3,42.3,,40.4,64.8,45.2,18.8
1968,17.1,16.0,36.5,44.9,51.9,63.7,67.8,67.2,60.5,49.7,34.7,21.4,44.3,,44.4,66.2,48.3,18.9
1969,14.1,21.3,25.7,43.8,54.5,57.5,67.9,70.1,59.0,45.5,32.1,21.9,42.8,,41.3,65.2,45.5,16.0
1970,9.0,17.0,27.6,44.6,54.6,65.2,71.1,68.5,59.6,49.7,33.9,20.9,43.5,,42.3,68.3,47.7,16.0
1971,9.9,17.2,25.7,41.9,51.9,67.5,67.0,64.9,61.7,54.5,34.5,24.4,43.4,,39.8,66.5,50.2,16.9
1972,11.3,15.1,24.8,38.4,57.3,61.6,67.4,66.4,57.6,44.6,33.5,17.8,41.3,,40.2,65.1,45.2,20.3
1973,20.9,22.1,37.8,41.5,50.9,66.2,70.2,69.7,59.4,53.2,34.2,21.2,45.6,,43.4,68.7,48.9,18.6
1974,17.1,17.6,29.9,44.5,51.0,61.3,70.2,65.9,54.8,47.0,35.5,25.5,43.4,,41.8,65.8,45.8,21.3
1975,19.6,18.8,25.0,37.3,58.6,64.6,70.8,67.8,55.1,50.2,39.8,22.1,44.1,,40.3,67.7,48.4,19.9
1976,12.5,25.0,31.7,45.2,51.9,67.5,70.7,66.5,57.8,43.4,27.1,11.2,42.5,,42.9,68.2,42.8,11.6
1977,3.5,20.2,36.4,47.6,61.8,62.4,71.3,64.0,59.0,47.0,33.6,18.6,43.8,,48.6,65.9,46.5,14.2
1978,11.4,12.5,26.7,40.6,55.8,63.0,66.6,67.4,62.3,47.0,33.6,18.1,42.1,,41.0,65.7,47.6,11.4
1979,6.3,9.9,28.8,39.8,51.9,62.7,68.8,65.1,60.2,45.5,33.4,27.2,41.6,,40.2,65.5,46.4,20.4
1980,16.9,17.0,26.7,44.3,57.2,62.4,70.0,68.0,58.8,43.4,34.8,20.3,43.3,,42.7,66.8,45.7,19.7
1981,15.9,22.9,34.0,45.3,52.8,65.0,68.6,67.1,57.2,44.2,36.6,22.3,44.3,,44.0,66.9,46.0,15.4
1982,7.1,16.8,28.2,39.4,58.6,59.0,69.4,64.8,57.2,49.0,33.6,28.6,42.6,,42.1,64.4,46.6,25.6
1983,21.7,26.4,31.5,40.0,48.8,64.7,73.1,70.6,59.8,48.8,36.3,11.1,44.4,,40.1,69.5,48.3,17.7
1984,13.6,28.5,25.2,43.7,51.9,65.7,68.3,69.5,57.1,50.0,34.6,24.2,44.4,,40.3,67.8,47.2,17.9
1985,12.4,17.0,34.7,47.2,58.1,62.0,68.7,65.4,59.7,47.7,31.0,10.8,42.9,,46.7,65.4,46.1,15.3
1986,16.9,18.3,32.8,47.3,57.0,63.0,70.4,64.4,59.4,48.1,30.3,24.5,44.4,,45.7,65.9,45.9,24.7
1987,21.7,27.9,35.1,47.5,58.2,68.8,71.9,67.2,60.4,43.1,37.7,27.5,47.3,,46.9,69.3,47.1,18.8
1988,13.4,15.5,31.8,44.0,58.6,68.7,72.4,71.4,60.4,42.8,36.4,21.3,44.7,,44.8,70.8,46.5,19.8
1989,24.8,13.4,25.9,41.4,53.5,62.7,69.8,67.6,58.2,48.3,30.8,11.0,42.3,,40.3,66.7,45.8,20.0
1990,26.4,22.7,33.9,46.0,51.4,64.3,67.8,66.6,61.2,46.5,39.0,21.3,45.6,,43.8,66.2,48.9,19.5
1991,13.4,23.9,33.2,46.7,59.5,68.0,69.2,68.8,58.0,46.9,29.5,24.1,45.1,,46.5,68.7,44.8,24.4
1992,22.6,26.6,30.4,40.5,54.9,61.3,64.0,63.3,57.1,46.0,32.1,23.3,43.5,,41.9,62.9,45.1,20.3
1993,18.8,18.7,29.4,39.7,54.4,61.5,68.7,69.0,54.3,45.3,33.3,24.6,43.1,,41.2,66.4,44.3,15.1
1994,7.0,13.6,31.7,43.8,54.9,66.2,67.8,64.4,62.4,50.0,38.3,28.5,44.1,,43.5,66.1,50.2,22.6
1995,19.8,19.6,32.9,39.4,53.8,68.8,70.9,72.6,57.4,48.6,26.8,18.4,44.1,,42.0,70.8,44.3,16.7
1996,14.0,17.8,25.0,39.2,50.8,63.7,66.1,68.0,60.0,47.4,28.5,21.8,41.9,,38.3,65.9,45.3,19.9
1997,15.3,22.5,29.9,41.6,48.6,65.2,67.4,64.1,60.0,48.2,32.2,28.0,43.6,,40.0,65.6,46.8,27.4
1998,22.6,31.7,32.9,46.2,60.4,64.8,70.0,69.7,64.1,50.5,39.6,28.3,48.4,,46.5,68.2,51.4,24.0
1999,15.0,28.7,33.5,46.5,57.6,65.7,73.0,66.2,59.1,47.1,41.3,24.9,46.6,,45.9,68.3,49.2,23.1
2000,17.9,26.6,39.7,43.0,56.5,64.0,67.3,67.8,58.9,51.5,34.5,12.4,45.0,,46.4,66.4,48.3,17.6
2001,21.4,18.9,29.8,47.6,56.7,64.6,70.5,70.7,58.3,47.7,43.7,30.1,46.7,,44.7,68.6,49.9,28.1
2002,26.3,28.0,27.4,43.9,50.2,66.1,73.1,68.4,63.3,44.3,33.8,26.4,45.9,,40.5,69.2,47.1,19.4
2003,16.0,15.8,30.3,41.7,52.9,62.6,68.7,69.9,60.0,47.7,36.0,27.9,44.1,,41.6,67.1,47.9,21.0
2004,12.6,22.5,35.2,45.0,52.6,62.2,66.8,63.4,63.8,49.6,38.9,23.3,44.7,,44.3,64.1,50.8,22.3
2005,17.1,26.5,28.2,46.9,52.6,69.7,70.7,69.7,64.6,50.9,36.5,19.8,46.1,,42.6,70.0,50.7,23.4
2006,30.0,20.5,32.9,48.7,55.9,64.6,72.7,68.7,58.0,44.5,38.9,29.2,47.1,,45.8,68.7,47.1,22.3
2007,23.3,14.3,35.4,43.2,58.1,66.9,69.2,69.3,62.2,54.3,34.5,20.6,45.9,,45.6,68.5,50.3,18.0
2008,17.8,15.7,27.2,44.5,52.2,65.2,69.4,67.4,61.4,48.1,34.8,15.7,43.3,,41.3,67.3,48.1,15.7
2009,9.2,22.3,30.6,43.1,55.1,63.9,65.1,66.0,61.4,44.2,41.6,21.3,43.7,,42.9,65.0,49.1,21.1
2010,18.9,23.0,36.9,49.2,57.9,65.7,72.0,71.6,58.4,50.7,37.3,20.5,46.8,,48.0,69.8,48.8,18.7
2011,15.2,20.4,29.1,41.7,53.1,63.7,73.5,69.5,58.1,50.5,38.6,29.1,45.2,,41.3,68.9,49.1,27.1
2012,23.5,28.8,45.6,44.7,59.3,67.7,75.3,68.4,59.0,46.7,36.2,29.1,48.7,,49.9,70.5,47.3,22.6
2013,19.6,19.2,25.8,39.6,55.0,64.0,69.1,67.9,60.7,48.6,33.6,15.8,43.2,,40.1,67.0,47.6,11.7
2014,8.9,10.3,23.0,40.7,54.7,65.6,65.9,67.3,59.1,47.6,28.7,26.9,41.6,,39.5,66.3,45.1,26.1
2015,17.6,10.1,31.9,44.5,56.6,63.4,68.6,67.1,65.3,50.4,41.3,34.6,46.0,,44.3,66.4,52.3,28.7
2016,19.4,24.7,36.8,41.7,55.8,65.9,70.8,70.7,64.3,52.1,43.1,23.0,47.4,,44.8,69.1,53.2,24.8
2017,22.3,29.2,31.0,47.2,53.2,66.5,69.4,65.7,63.0,52.6,34.6,20.0,46.2,,43.8,67.2,50.1,20.0
2018,19.1,20.8,30.9,34.7,60.8,65.8,--,--,--,--,--,--,--,,42.1,--,--,--
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Multi-year  Statistics,,,,,,,,,,,,,,,,,,
Interval/yrs,1895,2018,,,,,,,,,,,,,,,,
AVE,16.1,18.7,29.6,42.8,54.2,64.1,69.2,67.1,59.3,48.0,34.1,21.5,43.7,,42.2,66.8,47.1,18.9
MEDIAN,17.0,18.6,29.4,43.0,54.1,64.3,68.8,67.2,59.1,47.7,34.2,21.7,43.5,,42.1,66.8,47.1,18.9
STD,5.50,5.35,4.53,3.18,3.15,2.66,2.36,2.48,2.57,3.26,3.75,4.98,1.69,,2.39,1.86,2.11,3.84
MAX,30.0,31.7,45.6,50.2,61.8,70.6,76.2,73.4,65.4,56.8,43.7,34.6,48.7,,49.9,70.8,53.2,28.7
MIN,-1.9,3.9,19.9,34.7,46.7,57.5,64.0,61.1,53.8,38.1,25.4,10.8,39.1,,37.7,61.2,41.6,9.3
Count,124,124,124,124,124,124,123,123,123,123,123,123,123,,124,123,123,123
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,2000,,,,,,,,,,,,,,,,
AVE,15.6,18.5,29.5,42.5,54.0,63.9,69.1,66.9,59.0,47.9,33.7,21.1,43.5,,42.0,66.6,46.9,18.5
MEDIAN,16.1,18.4,29.3,42.7,53.8,63.9,68.8,67.1,58.9,47.6,33.9,21.4,43.4,,42.1,66.6,46.8,18.8
STD,5.49,5.19,4.28,3.14,3.20,2.79,2.30,2.46,2.38,3.16,3.46,4.87,1.53,,2.31,1.86,1.91,3.57
MAX,26.4,31.7,39.9,50.2,61.8,70.6,76.2,73.4,65.4,56.8,41.3,31.3,48.4,,48.6,70.8,52.8,27.4
MIN,-1.9,3.9,20.2,34.7,46.7,57.5,64.0,61.1,53.8,38.1,25.4,10.8,39.1,,37.7,61.2,42.8,9.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,2000,,,,,,,,,,,,,,,,
AVE,15.4,19.8,29.8,43.1,54.6,64.2,69.1,67.1,58.8,47.9,33.9,21.4,43.8,,42.5,66.8,46.9,18.9
MEDIAN,15.8,18.9,29.9,43.8,54.3,64.5,68.8,67.2,59.1,47.6,34.2,21.9,43.5,,42.1,66.6,46.6,19.3
STD,5.18,5.03,4.00,2.81,3.32,2.45,2.07,2.29,2.00,2.99,3.57,4.91,1.41,,2.33,1.67,1.95,3.50
MAX,26.4,31.7,39.7,48.9,61.8,68.8,73.6,72.6,64.1,56.8,41.3,28.6,48.4,,48.6,70.8,51.4,27.4
MIN,3.5,9.9,20.2,37.3,48.6,57.5,64.0,63.2,54.3,42.7,25.4,10.8,41.3,,38.3,62.9,42.8,11.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1981,2010,,,,,,,,,,,,,,,,
AVE,17.8,21.6,31.5,44.1,54.8,64.8,69.4,67.8,59.8,47.7,35.3,22.4,44.7,,43.5,67.3,47.6,20.5
MEDIAN,17.5,22.4,31.8,44.0,54.9,64.8,69.3,67.9,59.8,47.9,35.4,23.3,44.4,,43.6,67.2,47.2,20.0
STD,5.6,5.1,3.5,3.0,3.2,2.4,2.3,2.5,2.4,2.6,4.0,5.5,1.6,,2.5,2.0,2.0,3.5
MAX,30.0,31.7,39.7,49.2,60.4,69.7,73.1,72.6,64.6,54.3,43.7,30.1,48.4,,48.0,70.8,51.4,28.1
MIN,7.0,13.4,25.0,39.2,48.6,59.0,64.0,63.3,54.3,42.8,26.8,10.8,41.9,,38.3,62.9,44.3,15.1
,,,,,,,,,,,,,,,,,,
Interval/yrs,1971,2000,,,,,,,,,,,,,,,,
AVE,15.7,20.5,30.8,43.0,55.0,64.4,69.3,67.1,59.0,47.5,34.1,21.4,44.0,,42.9,66.9,46.9,19.3
MEDIAN,15.6,19.2,31.6,43.4,54.9,64.5,69.3,67.2,59.1,47.3,33.9,22.2,43.9,,42.4,66.4,46.5,19.8
STD,5.6,5.4,4.0,3.1,3.5,2.5,2.1,2.3,2.2,2.8,3.6,5.5,1.6,,2.7,1.8,1.9,3.8
MAX,26.4,31.7,39.7,47.6,61.8,68.8,73.1,72.6,64.1,54.5,41.3,28.6,48.4,,48.6,70.8,51.4,27.4
MIN,3.5,9.9,24.8,37.3,48.6,59.0,64.0,63.3,54.3,42.8,26.8,10.8,41.3,,38.3,62.9,42.8,11.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1961,1990,,,,,,,,,,,,,,,,
AVE,14.7,18.8,30.0,43.0,54.5,64.0,69.3,66.8,58.8,47.8,34.4,20.6,43.6,,42.5,66.7,47.0,18.0
MEDIAN,14.3,17.4,29.5,43.8,54.0,64.3,69.6,66.9,58.9,47.6,34.4,21.3,43.4,,42.2,66.6,46.6,18.7
STD,5.6,4.8,3.9,2.8,3.5,2.5,1.9,2.0,1.8,3.2,2.7,5.0,1.3,,2.3,1.5,1.6,3.2
MAX,26.4,28.5,37.8,47.6,61.8,68.8,73.1,71.4,62.3,56.8,39.8,28.6,47.3,,48.6,70.8,51.4,25.6
MIN,3.5,9.9,23.6,37.3,48.8,57.5,65.9,63.2,54.8,42.8,27.1,10.8,41.3,,39.8,64.4,42.8,11.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,1980,,,,,,,,,,,,,,,,
AVE,14.3,18.4,28.6,42.9,54.3,63.9,68.9,66.9,58.7,48.2,33.8,21.1,43.3,,41.9,66.6,46.9,18.0
MEDIAN,15.1,18.3,28.1,43.4,54.0,64.2,68.8,66.8,59.0,47.5,34.2,21.1,43.3,,41.8,66.6,46.8,18.9
STD,4.9,4.2,3.9,2.7,3.2,2.3,1.9,2.1,1.9,3.3,3.3,4.1,1.1,,1.9,1.4,2.0,3.1
MAX,22.2,28.1,37.8,48.9,61.8,67.5,73.6,72.2,62.3,56.8,39.8,28.6,45.6,,48.6,69.8,51.4,23.2
MIN,3.5,9.9,20.2,37.3,49.1,57.5,65.6,63.2,54.8,42.7,25.4,11.2,41.3,,39.0,64.2,42.8,11.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1941,1970,,,,,,,,,,,,,,,,
AVE,15.8,18.6,28.7,43.2,53.8,63.9,68.8,67.3,58.7,48.9,33.7,21.1,43.5,,41.9,66.7,47.1,18.4
MEDIAN,16.8,18.4,27.8,43.8,53.0,64.3,68.7,67.4,58.8,48.3,34.1,21.3,43.5,,42.1,66.8,47.0,18.9
STD,4.4,3.6,4.3,2.9,2.9,2.4,2.0,2.5,1.9,3.1,3.4,4.0,1.1,,1.9,1.6,1.9,2.7
MAX,24.8,28.1,39.6,48.9,59.0,67.6,73.6,73.4,63.0,56.8,38.7,28.6,45.7,,45.6,69.8,51.4,23.2
MIN,6.2,11.2,20.2,35.8,49.0,57.5,65.6,62.0,55.1,42.7,25.4,13.4,41.1,,37.7,64.0,42.9,12.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1931,1960,,,,,,,,,,,,,,,,
AVE,17.2,18.6,28.3,42.6,54.1,64.4,69.7,67.9,59.4,48.6,33.3,21.7,43.8,,41.7,67.3,47.1,19.1
MEDIAN,17.2,18.5,27.8,42.1,53.8,64.1,69.8,67.9,59.4,47.8,33.4,21.9,43.7,,42.0,67.5,46.9,19.4
STD,4.7,4.4,4.2,3.2,2.8,2.7,2.2,2.5,2.4,3.1,3.8,4.1,1.4,,2.0,1.6,2.1,3.0
MAX,25.9,28.1,39.6,48.9,59.6,70.6,73.8,73.4,65.4,56.8,41.0,30.3,47.8,,45.6,69.8,52.8,25.7
MIN,9.4,3.9,20.2,35.8,49.0,59.6,65.6,62.0,55.1,42.7,25.4,14.4,41.1,,37.7,64.0,42.9,11.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1921,1950,,,,,,,,,,,,,,,,
AVE,16.6,18.5,29.1,42.1,53.9,64.2,69.7,67.3,59.5,48.2,33.4,21.2,43.6,,41.7,67.1,47.0,18.6
MEDIAN,17.0,18.5,28.7,41.0,53.4,64.0,69.7,67.3,59.3,48.0,33.4,21.1,43.6,,42.1,67.4,46.8,18.6
STD,5.3,4.6,4.5,3.3,3.1,3.1,2.4,2.5,2.8,3.4,3.4,4.5,1.6,,2.3,1.9,2.0,2.8
MAX,25.9,27.8,39.6,48.2,59.6,70.6,76.2,73.4,65.4,56.8,41.0,31.3,47.8,,46.6,70.8,52.8,25.7
MIN,5.0,3.9,22.2,35.8,48.2,59.3,65.5,62.0,54.0,38.1,28.5,13.2,40.6,,37.7,63.3,43.3,11.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1911,1940,,,,,,,,,,,,,,,,
AVE,15.2,17.6,28.6,41.7,53.8,63.8,69.6,66.5,59.4,47.5,33.4,21.4,43.2,,41.4,66.6,46.8,18.1
MEDIAN,15.5,18.6,28.7,41.0,53.7,63.6,69.6,66.7,59.0,47.5,33.6,21.4,43.1,,41.6,67.0,46.9,18.5
STD,6.6,5.8,3.8,3.0,3.1,3.5,2.8,2.4,2.8,3.6,3.3,5.3,1.7,,2.0,2.1,2.1,3.8
MAX,25.9,27.8,34.9,50.2,59.6,70.6,76.2,72.3,65.4,53.9,41.0,31.3,47.8,,46.6,70.8,52.8,25.7
MIN,-1.9,3.9,21.3,37.3,48.2,58.2,64.3,61.1,53.8,38.1,27.3,11.5,39.1,,38.3,61.2,43.1,11.1
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,1930,,,,,,,,,,,,,,,,
AVE,14.5,16.7,29.5,41.9,53.0,63.0,68.5,65.7,58.9,47.2,33.5,20.4,42.7,,41.5,65.8,46.5,17.4
