,,,,,,,Wisconsin State Climatology Office,,,,,,,,,,,
1922,15.2,20.4,34.0,46.2,63.0,68.6,69.0,70.7,64.2,52.4,40.1,20.8,47.1,,47.7,69.4,52.2,18.7
1923,21.1,14.3,25.1,43.7,57.8,71.1,74.5,68.3,61.0,46.4,37.0,31.5,46.0,,42.2,71.3,48.1,20.6
1924,8.4,21.8,28.9,45.8,50.6,63.3,67.9,68.0,56.0,54.5,34.8,13.4,42.8,,41.8,66.4,48.4,18.2
1925,16.8,24.4,35.5,52.6,54.1,68.2,70.4,69.5,65.8,38.9,32.5,16.0,45.4,,47.4,69.4,45.7,20.0
1926,18.2,25.8,26.3,42.4,59.7,62.4,71.3,69.4,60.1,46.8,29.4,17.3,44.1,,42.8,67.7,45.4,19.8
1927,14.8,27.4,37.4,45.7,55.0,63.9,70.3,64.1,64.4,51.5,35.7,16.4,45.6,,46.0,66.1,50.5,20.1
1928,19.7,24.1,34.0,41.5,59.9,62.6,72.0,70.0,57.7,51.4,36.0,25.0,46.2,,45.1,68.2,48.4,13.6
1929,5.0,10.7,35.5,48.1,54.6,64.7,72.1,68.5,60.6,48.1,29.9,21.8,43.3,,46.1,68.4,46.2,20.0
1930,8.8,29.4,33.2,47.8,58.1,67.4,73.8,72.0,63.3,47.2,36.8,22.9,46.7,,46.4,71.1,49.1,26.1
1931,24.5,30.8,31.6,48.1,54.9,72.4,76.4,70.4,67.8,53.4,41.5,31.5,50.3,,44.9,73.1,54.2,26.8
1932,23.0,25.9,24.2,45.2,59.1,69.8,73.4,70.1,59.1,46.5,30.0,20.2,45.5,,42.8,71.1,45.2,22.1
1933,28.2,17.8,31.4,44.5,58.2,75.2,73.1,68.4,66.0,47.2,32.7,22.4,47.1,,44.7,72.2,48.6,21.8
1934,24.5,18.5,29.7,45.6,65.8,74.1,74.9,68.4,59.4,52.7,39.1,17.6,47.5,,47.0,72.5,50.4,18.5
1935,14.6,23.2,35.6,44.0,52.5,63.0,76.1,70.1,61.2,48.7,31.5,18.7,44.9,,44.0,69.7,47.1,10.3
1936,8.5,3.7,34.6,41.0,63.2,65.8,77.9,73.8,63.6,46.6,31.8,25.0,44.6,,46.3,72.5,47.3,18.3
1937,12.8,17.0,28.7,44.0,58.7,66.2,73.8,75.0,62.5,46.7,31.0,18.7,44.6,,43.8,71.7,46.7,20.6
1938,16.7,26.4,39.6,47.4,57.0,66.2,72.5,72.3,61.6,54.5,35.2,22.2,47.6,,48.0,70.3,50.4,21.3
1939,24.2,17.6,32.3,43.4,62.7,69.0,73.3,69.5,65.6,50.1,36.2,29.8,47.8,,46.1,70.6,50.6,20.1
1940,8.5,21.9,26.5,44.1,55.4,68.5,73.7,68.3,61.7,52.8,30.8,23.9,44.7,,42.0,70.2,48.4,20.7
1941,20.2,18.0,26.8,51.4,62.2,67.8,72.5,71.0,63.4,50.5,37.8,28.6,47.5,,46.8,70.4,50.6,22.0
1942,17.5,19.9,35.8,51.5,56.0,66.8,71.1,68.8,58.3,49.6,34.8,16.6,45.6,,47.8,68.9,47.6,16.3
1943,12.2,20.1,26.4,44.2,55.3,70.1,73.0,70.6,56.8,48.3,30.2,23.5,44.2,,42.0,71.2,45.1,24.2
1944,25.6,23.4,27.7,42.3,62.1,69.6,69.9,70.4,62.3,49.9,38.3,17.3,46.6,,44.0,70.0,50.2,17.0
1945,12.8,20.8,42.8,46.2,52.0,61.8,68.8,69.1,59.7,47.4,33.2,15.4,44.2,,47.0,66.6,46.8,19.1
1946,19.8,22.0,41.9,50.2,55.2,66.2,71.6,66.6,59.9,53.2,35.4,25.1,47.3,,49.1,68.1,49.5,20.7
1947,21.5,15.4,28.6,43.5,52.1,63.8,70.0,76.2,63.3,58.4,28.4,22.0,45.3,,41.4,70.0,50.0,17.5
1948,11.9,18.5,30.6,50.8,55.3,65.9,72.4,70.6,64.5,47.6,37.0,22.2,45.6,,45.6,69.6,49.7,19.4
1949,17.6,18.4,31.5,45.9,59.3,69.8,73.9,70.4,55.9,52.5,36.0,23.4,46.2,,45.6,71.4,48.1,20.1
1950,17.9,18.9,26.2,39.1,57.2,65.8,67.6,64.9,59.9,53.7,29.2,13.5,42.8,,40.8,66.1,47.6,14.6
1951,11.9,18.5,26.4,42.2,60.2,63.3,69.2,65.7,56.9,48.9,25.5,18.4,42.3,,42.9,66.1,43.8,20.7
1952,17.4,26.2,27.9,47.6,56.2,68.8,73.0,67.0,60.6,43.1,35.7,24.3,45.7,,43.9,69.6,46.5,22.5
1953,20.4,22.8,32.8,41.2,57.1,69.2,71.2,70.2,61.2,54.8,38.2,25.0,47.0,,43.7,70.2,51.4,24.6
1954,16.7,32.0,29.9,48.7,51.9,69.8,72.1,67.9,62.2,48.4,36.4,22.9,46.6,,43.5,69.9,49.0,19.5
1955,16.9,18.6,29.3,52.4,60.3,64.5,76.8,74.0,62.9,50.0,29.2,16.3,45.9,,47.3,71.8,47.4,17.6
1956,17.3,19.3,28.1,43.0,57.1,70.3,68.7,69.3,58.4,55.1,33.5,24.2,45.4,,42.7,69.4,49.0,20.4
1957,11.2,25.8,32.2,47.1,55.3,66.5,73.0,68.8,58.7,46.5,33.1,26.4,45.4,,44.9,69.4,46.1,20.1
1958,19.0,15.0,31.7,46.4,58.0,62.3,68.3,69.8,61.3,52.1,36.4,15.0,44.6,,45.4,66.8,49.9,13.1
1959,9.5,14.9,28.6,45.6,61.6,67.9,69.6,72.8,62.1,45.3,25.6,29.6,44.4,,45.3,70.1,44.3,23.5
1960,20.3,20.5,20.3,48.1,55.9,63.6,68.9,70.0,63.1,49.1,36.8,20.1,44.7,,41.4,67.5,49.7,21.4
1961,16.2,27.8,33.6,40.7,54.6,67.0,69.7,69.8,60.6,50.7,34.6,18.2,45.3,,43.0,68.8,48.6,16.0
1962,12.1,17.6,28.3,44.6,62.4,66.2,67.2,68.3,56.9,51.7,35.1,20.4,44.2,,45.1,67.2,47.9,13.2
1963,5.3,14.0,34.8,48.2,55.6,69.2,71.7,67.4,61.0,59.0,39.3,11.4,44.7,,46.2,69.4,53.1,19.8
1964,23.0,24.9,30.1,47.0,62.6,67.6,73.5,66.8,59.8,47.0,38.2,18.1,46.6,,46.6,69.3,48.3,16.5
1965,14.5,16.9,24.2,43.6,61.2,65.4,69.8,67.3,58.2,49.8,35.9,29.3,44.7,,43.0,67.5,48.0,19.3
1966,8.7,19.8,35.9,42.8,52.8,67.1,72.6,67.0,58.9,48.8,35.5,21.6,44.3,,43.8,68.9,47.7,18.5
1967,20.1,13.7,33.2,46.5,52.6,67.3,68.4,64.5,58.6,47.9,31.6,24.3,44.1,,44.1,66.7,46.0,20.2
1968,17.8,18.5,39.5,48.4,54.6,66.8,69.9,69.6,60.2,50.7,34.5,20.4,45.9,,47.5,68.8,48.5,18.4
1969,12.8,22.0,26.8,47.9,58.1,60.4,71.0,70.7,60.6,46.5,33.3,21.2,44.3,,44.3,67.4,46.8,16.1
1970,8.0,19.1,29.8,47.6,59.6,67.6,72.0,69.3,60.8,50.6,34.2,20.9,45.0,,45.7,69.6,48.5,16.0
1971,9.1,18.1,28.4,45.9,54.5,71.3,67.4,67.2,63.4,56.2,35.3,25.4,45.2,,42.9,68.6,51.6,17.9
1972,12.2,16.1,28.3,42.0,60.6,64.8,69.0,69.5,60.9,45.8,32.6,16.8,43.2,,43.6,67.8,46.4,20.7
1973,21.2,24.2,41.0,44.1,53.9,68.5,72.2,71.1,60.6,54.8,35.6,20.0,47.3,,46.3,70.6,50.3,19.0
1974,17.4,19.5,32.8,48.4,53.9,63.4,73.0,66.8,56.3,49.4,36.3,25.0,45.2,,45.0,67.7,47.3,21.3
1975,19.2,19.6,24.8,39.9,60.6,67.3,71.6,70.1,56.3,51.8,39.8,24.5,45.5,,41.8,69.7,49.3,22.3
1976,14.7,27.8,35.2,48.7,55.0,68.1,72.6,68.2,59.2,44.0,27.2,12.5,44.4,,46.3,69.6,43.5,12.1
1977,2.2,21.7,39.9,52.9,65.1,66.0,73.8,65.7,60.7,47.6,33.1,17.1,45.5,,52.6,68.5,47.1,12.0
1978,7.8,11.0,28.4,45.6,57.8,66.3,69.8,69.4,65.0,47.5,33.8,18.6,43.4,,43.9,68.5,48.8,10.9
1979,3.8,10.3,30.4,42.2,56.2,66.5,70.1,67.8,62.0,47.8,33.9,27.3,43.2,,42.9,68.1,47.9,20.5
1980,17.4,16.8,28.1,46.8,59.3,66.2,73.6,70.4,61.1,44.8,36.0,21.5,45.2,,44.7,70.1,47.3,21.7
1981,19.3,24.3,36.4,49.5,55.7,66.9,70.4,68.2,59.0,46.5,37.0,20.6,46.2,,47.2,68.5,47.5,14.8
1982,5.8,18.1,29.8,41.6,61.6,61.6,71.9,67.6,59.4,50.4,34.1,28.8,44.2,,44.3,67.0,48.0,26.0
1983,21.8,27.3,34.4,41.8,53.1,67.9,74.9,74.2,61.1,49.3,36.7,9.3,46.0,,43.1,72.3,49.0,17.8
1984,14.4,29.8,27.2,46.1,53.9,68.4,69.7,71.6,59.6,51.8,35.0,24.3,46.0,,42.4,69.9,48.8,17.7
1985,11.7,17.2,37.3,52.0,61.5,64.3,71.2,66.1,61.0,49.1,28.8,9.4,44.1,,50.3,67.2,46.3,15.2
1986,17.1,19.0,36.2,50.4,59.1,67.3,73.1,65.0,61.3,49.3,30.2,24.4,46.0,,48.6,68.5,46.9,25.3
1987,21.4,30.2,37.6,50.6,61.1,70.4,74.5,68.3,60.8,43.7,39.3,27.2,48.8,,49.8,71.1,47.9,18.3
1988,11.6,16.2,34.7,46.6,61.6,70.6,74.5,74.1,62.7,43.2,36.1,22.5,46.2,,47.6,73.1,47.3,20.6
1989,25.5,13.7,30.1,44.6,56.4,65.6,73.0,68.7,58.5,50.1,31.5,12.2,44.2,,43.7,69.1,46.7,21.5
1990,27.2,25.2,37.4,47.2,54.1,67.2,70.5,69.4,63.2,47.4,40.0,19.4,47.4,,46.2,69.0,50.2,19.1
1991,12.6,25.4,36.1,49.2,62.4,70.8,71.2,69.9,59.1,48.1,28.6,24.3,46.5,,49.2,70.6,45.3,25.9
1992,23.8,29.5,34.8,43.8,57.8,64.3,66.2,64.2,58.6,47.6,32.5,22.8,45.5,,45.5,64.9,46.2,20.2
1993,18.3,19.4,30.3,42.6,58.0,64.5,70.0,70.1,55.3,46.9,33.3,24.4,44.4,,43.6,68.2,45.2,15.2
1994,7.6,13.5,34.4,46.8,57.1,68.9,68.9,65.6,63.3,51.8,38.7,27.4,45.3,,46.1,67.8,51.3,22.7
1995,18.4,22.3,35.6,42.0,55.8,69.8,72.3,75.4,58.4,49.5,27.6,19.8,45.6,,44.5,72.5,45.2,17.8
1996,14.0,19.6,27.3,42.6,53.8,66.7,68.2,68.8,60.5,49.4,28.0,20.0,43.2,,41.2,67.9,46.0,19.2
1997,13.4,24.2,33.6,43.3,52.0,68.1,70.2,66.0,61.2,49.6,32.4,27.6,45.1,,43.0,68.1,47.7,28.6
1998,23.9,34.4,33.9,48.5,62.8,65.8,71.2,70.7,65.0,51.0,39.8,28.9,49.7,,48.4,69.2,51.9,24.9
1999,14.6,31.2,34.1,49.1,59.8,68.0,75.2,68.0,59.7,48.6,42.0,25.3,48.0,,47.7,70.4,50.1,24.7
2000,19.2,29.5,41.2,46.3,59.4,65.1,69.9,70.1,61.6,52.8,33.8,9.9,46.6,,49.0,68.4,49.4,16.2
2001,20.2,18.6,30.5,50.5,59.2,65.7,72.5,71.1,59.0,48.2,46.0,29.8,47.6,,46.7,69.8,51.1,29.2
2002,27.7,30.2,29.7,46.7,54.2,69.0,74.5,69.5,63.7,45.0,34.2,26.7,47.6,,43.5,71.0,47.6,20.4
2003,16.7,17.8,32.9,46.4,56.0,65.4,70.8,72.9,61.0,49.3,35.9,27.2,46.0,,45.1,69.7,48.7,22.1
2004,15.6,23.4,38.3,48.2,57.5,65.2,69.0,64.7,64.5,50.1,39.4,24.3,46.7,,48.0,66.3,51.3,23.4
2005,17.4,28.4,32.1,50.8,55.0,71.8,72.5,69.9,65.7,51.4,37.2,18.4,47.6,,46.0,71.4,51.4,24.0
2006,31.0,22.6,34.7,51.1,58.2,67.0,74.5,70.6,58.6,45.5,38.9,29.9,48.6,,48.0,70.7,47.7,22.2
2007,23.3,13.5,38.2,45.4,62.1,68.6,71.3,71.1,63.5,55.3,35.2,19.4,47.2,,48.6,70.3,51.3,16.7
2008,15.8,15.0,29.0,46.2,55.1,67.5,71.4,68.6,62.8,48.7,36.4,15.3,44.3,,43.4,69.2,49.3,16.1
2009,8.9,24.0,34.8,45.8,57.8,67.0,65.3,66.8,62.9,44.5,42.0,20.7,45.0,,46.1,66.4,49.8,19.2
2010,15.2,21.6,39.5,52.4,59.7,68.4,73.8,73.0,60.8,52.2,37.3,16.7,47.6,,50.5,71.7,50.1,17.6
2011,15.2,20.9,32.5,44.8,57.0,68.0,75.8,70.5,58.9,51.6,38.7,29.0,46.9,,44.8,71.4,49.7,27.1
2012,23.4,29.0,49.6,47.9,62.8,69.7,78.2,69.3,60.0,47.3,37.0,27.5,50.1,,53.4,72.4,48.1,22.6
2013,19.9,20.4,26.3,42.1,58.7,66.8,70.9,69.8,63.9,48.9,33.1,15.4,44.7,,42.4,69.2,48.6,11.3
2014,9.2,9.4,26.0,44.3,58.1,69.7,67.4,70.2,60.7,48.2,28.4,27.5,43.3,,42.8,69.1,45.8,27.3
2015,18.4,10.2,32.4,48.1,59.5,66.4,69.7,68.3,67.1,51.0,41.1,34.5,47.2,,46.7,68.1,53.1,29.7
2016,18.3,25.9,39.6,47.0,58.2,68.7,71.6,71.4,65.1,53.4,43.7,21.3,48.7,,48.3,70.6,54.1,25.3
2017,22.4,32.1,34.4,50.0,56.1,68.5,71.3,66.4,64.5,52.5,34.6,21.8,47.9,,46.8,68.7,50.5,20.1
2018,18.2,20.3,33.6,36.8,64.5,69.3,--,--,--,--,--,--,--,,45.0,--,--,--
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Multi-year  Statistics,,,,,,,,,,,,,,,,,,
Interval/yrs,1895,2018,,,,,,,,,,,,,,,,
AVE,16.2,20.2,32.2,46.2,57.7,67.1,71.7,69.3,61.2,49.4,34.6,21.5,45.6,,45.4,69.3,48.4,19.5
MEDIAN,17.2,19.9,32.3,46.3,57.8,67.1,71.5,69.5,61.0,49.4,35.0,21.8,45.5,,45.2,69.4,48.4,19.8
STD,5.91,5.92,4.95,3.41,3.34,2.72,2.56,2.51,2.69,3.48,3.96,5.30,1.59,,2.43,1.83,2.14,4.09
MAX,31.0,34.4,49.6,54.6,65.8,75.2,78.8,76.2,67.8,59.0,46.0,34.5,50.3,,53.4,73.1,54.2,29.7
MIN,-1.5,3.7,20.3,36.8,50.1,60.4,65.3,63.4,54.6,38.9,25.5,9.3,41.3,,40.8,64.1,43.3,10.3
Count,124,124,124,124,124,124,123,123,123,123,123,123,123,,124,123,123,123
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,2000,,,,,,,,,,,,,,,,
AVE,15.8,20.2,32.1,45.9,57.5,66.9,71.6,69.1,60.9,49.4,34.3,21.2,45.4,,45.2,69.2,48.2,19.1
MEDIAN,16.9,19.6,32.0,45.9,57.3,66.8,71.3,69.4,60.9,49.4,34.8,21.7,45.4,,45.1,69.3,48.1,19.7
STD,5.96,5.74,4.74,3.36,3.43,2.88,2.53,2.53,2.55,3.41,3.69,5.23,1.51,,2.36,1.88,2.01,3.86
MAX,28.2,34.4,44.5,54.6,65.8,75.2,78.8,76.2,67.8,59.0,42.0,31.5,50.3,,52.6,73.1,54.2,28.6
MIN,-1.5,3.7,20.3,39.1,50.1,60.4,66.2,63.4,54.6,38.9,25.5,9.3,41.3,,40.8,64.1,43.5,10.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,2000,,,,,,,,,,,,,,,,
AVE,15.3,21.3,32.1,46.0,57.6,66.8,71.1,68.9,60.4,49.2,34.2,21.3,45.4,,45.2,69.0,47.9,19.3
MEDIAN,16.5,19.6,32.5,46.5,57.5,67.1,71.2,68.8,60.6,49.2,34.6,21.6,45.3,,44.8,68.9,47.9,19.4
STD,5.70,5.73,4.50,3.19,3.32,2.40,2.24,2.47,2.11,3.25,3.81,5.26,1.40,,2.44,1.61,2.06,3.86
MAX,27.2,34.4,41.2,52.9,65.1,71.3,76.8,75.4,65.0,59.0,42.0,29.6,49.7,,52.6,73.1,53.1,28.6
MIN,2.2,10.3,20.3,39.9,51.9,60.4,66.2,64.2,55.3,43.1,25.5,9.3,42.3,,41.2,64.9,43.5,10.9
,,,,,,,,,,,,,,,,,,
Interval/yrs,1981,2010,,,,,,,,,,,,,,,,
AVE,17.8,22.8,34.1,46.9,57.7,67.3,71.4,69.3,61.1,48.9,35.6,21.9,46.2,,46.2,69.3,48.5,20.8
MEDIAN,17.3,23.0,34.6,46.7,57.8,67.3,71.3,69.5,61.0,49.3,36.0,23.6,46.1,,46.2,69.2,48.4,20.3
STD,6.0,5.8,3.5,3.1,3.0,2.2,2.4,2.8,2.3,2.7,4.4,6.0,1.5,,2.5,1.9,2.0,4.0
MAX,31.0,34.4,41.2,52.4,62.8,71.8,75.2,75.4,65.7,55.3,46.0,29.9,49.7,,50.5,73.1,51.9,29.2
MIN,5.8,13.5,27.2,41.6,52.0,61.6,65.3,64.2,55.3,43.2,27.6,9.3,43.2,,41.2,64.9,45.2,14.8
,,,,,,,,,,,,,,,,,,
Interval/yrs,1971,2000,,,,,,,,,,,,,,,,
AVE,15.6,21.8,33.3,46.0,57.8,67.0,71.3,68.9,60.5,48.9,34.3,21.2,45.6,,45.7,69.1,47.9,19.7
MEDIAN,15.9,20.7,34.3,46.2,57.8,67.1,71.2,68.8,60.8,49.2,34.0,22.7,45.5,,45.3,68.6,47.6,19.7
STD,6.3,6.2,4.3,3.4,3.4,2.3,2.2,2.6,2.3,3.0,3.9,5.7,1.6,,2.8,1.7,2.0,4.3
MAX,27.2,34.4,41.2,52.9,65.1,71.3,75.2,75.4,65.0,56.2,42.0,28.9,49.7,,52.6,73.1,51.9,28.6
MIN,2.2,10.3,24.8,39.9,52.0,61.6,66.2,64.2,55.3,43.2,27.2,9.3,43.2,,41.2,64.9,43.5,10.9
,,,,,,,,,,,,,,,,,,
Interval/yrs,1961,1990,,,,,,,,,,,,,,,,
AVE,14.6,20.0,32.5,46.1,57.6,66.8,71.4,68.7,60.3,49.1,34.8,20.4,45.2,,45.4,69.0,48.1,18.3
MEDIAN,14.6,19.1,33.0,46.6,57.1,67.1,71.7,68.3,60.6,49.2,35.1,20.8,45.2,,44.9,68.8,47.9,18.4
STD,6.4,5.3,4.5,3.3,3.5,2.3,2.0,2.3,1.9,3.5,3.0,5.3,1.3,,2.5,1.5,1.7,3.6
MAX,27.2,30.2,41.0,52.9,65.1,71.3,74.9,74.2,65.0,59.0,40.0,29.3,48.8,,52.6,73.1,53.1,26.0
MIN,2.2,10.3,24.2,39.9,52.6,60.4,67.2,64.5,56.3,43.2,27.2,9.3,43.2,,41.8,66.7,43.5,10.9
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,1980,,,,,,,,,,,,,,,,
AVE,14.1,19.8,30.7,45.9,57.5,66.6,71.0,68.7,60.3,49.5,34.2,21.2,45.0,,44.7,68.8,48.0,18.5
MEDIAN,15.5,19.2,29.9,46.5,57.1,66.9,71.1,69.1,60.6,49.0,34.9,21.1,45.1,,44.2,68.9,47.9,19.4
STD,5.4,5.0,4.6,3.2,3.3,2.4,2.2,2.0,2.1,3.7,3.5,4.5,1.1,,2.1,1.3,2.1,3.5
MAX,23.0,32.0,41.0,52.9,65.1,71.3,76.8,74.0,65.0,59.0,39.8,29.6,47.3,,52.6,71.8,53.1,24.6
MIN,2.2,10.3,20.3,39.9,51.9,60.4,67.2,64.5,56.3,43.1,25.5,11.4,42.3,,41.4,66.1,43.5,10.9
,,,,,,,,,,,,,,,,,,
Interval/yrs,1941,1970,,,,,,,,,,,,,,,,
AVE,15.9,20.1,30.7,46.2,57.1,66.6,70.9,69.2,60.2,50.2,34.1,21.2,45.2,,44.7,68.9,48.2,18.9
MEDIAN,17.1,19.2,29.9,46.5,56.7,66.9,71.1,69.3,60.4,49.9,35.0,21.4,45.3,,44.6,69.4,48.2,19.3
STD,4.7,4.1,4.9,3.4,3.3,2.5,2.1,2.5,2.2,3.5,3.6,4.5,1.2,,2.0,1.5,2.0,2.9
MAX,25.6,32.0,42.8,52.4,62.6,70.3,76.8,76.2,64.5,59.0,39.3,29.6,47.5,,49.1,71.8,53.1,24.6
MIN,5.3,13.7,20.3,39.1,51.9,60.4,67.2,64.5,55.9,43.1,25.5,11.4,42.3,,40.8,66.1,43.8,13.1
,,,,,,,,,,,,,,,,,,
Interval/yrs,1931,1960,,,,,,,,,,,,,,,,
AVE,17.4,20.4,30.7,45.8,57.6,67.5,72.2,70.0,61.3,50.1,33.7,22.0,45.7,,44.7,69.9,48.4,19.8
MEDIAN,17.5,19.6,29.8,45.6,57.1,67.3,72.5,70.1,61.5,49.8,34.2,22.3,45.6,,44.8,70.1,48.5,20.3
STD,5.2,5.2,4.9,3.3,3.5,3.3,2.6,2.5,2.7,3.4,3.9,4.6,1.6,,2.1,1.8,2.3,3.3
MAX,28.2,32.0,42.8,52.4,65.8,75.2,77.9,76.2,67.8,58.4,41.5,31.5,50.3,,49.1,73.1,54.2,26.8
MIN,8.5,3.7,20.3,39.1,51.9,61.8,67.6,64.9,55.9,43.1,25.5,13.5,42.3,,40.8,66.1,43.8,10.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1921,1950,,,,,,,,,,,,,,,,
AVE,17.2,20.7,32.0,45.9,57.6,67.4,72.5,69.8,61.7,49.9,34.1,21.5,45.9,,45.2,69.9,48.6,19.6
MEDIAN,17.6,20.6,31.6,45.7,57.5,67.1,72.5,69.8,61.7,49.9,34.8,22.1,45.6,,45.6,70.1,48.4,20.0
STD,5.9,5.5,4.9,3.4,3.7,3.5,2.5,2.5,3.0,3.6,3.5,4.8,1.7,,2.4,2.0,2.1,3.2
MAX,28.2,30.8,42.8,52.6,65.8,75.2,77.9,76.2,67.8,58.4,41.5,31.5,50.3,,49.9,73.1,54.2,26.8
MIN,5.0,3.7,24.2,39.1,50.6,61.8,67.6,64.1,55.9,38.9,28.4,13.4,42.8,,40.8,66.1,45.1,10.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1911,1940,,,,,,,,,,,,,,,,
AVE,15.7,20.1,31.7,45.6,57.8,67.4,72.7,69.3,61.8,49.3,34.3,21.6,45.6,,45.1,69.8,48.5,19.1
MEDIAN,16.4,21.1,32.0,45.4,58.0,67.4,72.9,69.5,61.6,49.4,35.0,22.0,45.5,,45.1,70.3,48.4,19.9
STD,7.1,6.4,4.3,3.2,3.7,3.7,2.7,2.5,2.9,3.9,3.6,5.6,1.8,,2.0,2.1,2.2,4.1
MAX,28.2,30.8,39.6,54.6,65.8,75.2,78.4,75.0,67.8,55.4,41.5,31.5,50.3,,49.9,73.1,54.2,26.8
MIN,-1.5,3.7,22.6,40.4,50.6,61.9,67.1,63.4,54.6,38.9,27.2,10.5,41.3,,41.8,64.1,44.9,10.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,1930,,,,,,,,,,,,,,,,
AVE,14.9,18.8,32.6,45.8,57.2,66.3,71.7,68.8,61.2,49.0,34.5,20.5,45.1,,45.2,68.9,48.2,18.3
