,,,,,,,Wisconsin State Climatology Office,,,,,,,,,,,
1951,7.7,15.9,21.8,40.5,59.9,62.4,68.6,64.8,55.2,47.2,23.0,15.4,40.2,,40.7,65.3,41.8,16.6
1952,12.6,21.7,24.6,46.6,55.5,67.5,71.3,66.2,59.4,41.5,33.6,21.5,43.5,,42.2,68.3,44.8,18.1
1953,16.4,16.4,29.4,39.5,56.2,68.1,69.2,69.3,59.3,53.5,36.4,21.1,44.6,,41.7,68.9,49.7,20.3
1954,10.6,29.1,27.0,46.0,50.4,68.5,70.7,66.8,58.7,45.7,35.1,20.5,44.1,,41.1,68.7,46.5,15.6
1955,12.4,13.9,25.1,51.2,59.8,65.1,75.4,72.6,60.3,48.8,25.9,11.8,43.5,,45.4,71.0,45.0,12.7
1956,12.6,13.8,23.4,40.3,55.6,69.5,67.0,67.9,56.2,53.9,31.2,21.0,42.7,,39.8,68.1,47.1,16.0
1957,7.3,19.7,29.3,45.1,54.9,65.9,72.9,67.2,56.8,45.4,31.0,22.0,43.1,,43.1,68.7,44.4,17.8
1958,18.3,13.0,30.4,45.6,57.1,61.0,67.5,68.3,60.3,50.6,33.6,12.0,43.1,,44.4,65.6,48.2,10.5
1959,6.7,12.7,28.4,44.8,59.8,67.3,69.5,71.8,60.4,43.0,23.2,27.0,42.9,,44.3,69.5,42.2,20.7
1960,16.8,18.4,19.8,45.8,55.9,62.6,69.1,69.7,61.0,47.8,34.4,17.1,43.2,,40.5,67.1,47.7,18.1
1961,13.3,24.0,32.2,39.2,53.9,66.2,69.3,69.6,58.8,49.5,31.9,15.4,43.6,,41.8,68.4,46.7,12.5
1962,8.7,13.5,26.9,42.7,60.8,64.8,66.6,67.2,56.0,50.3,34.0,18.2,42.5,,43.5,66.2,46.8,10.9
1963,2.7,11.8,32.3,46.8,54.5,68.0,71.0,66.2,60.4,57.2,37.5,9.3,43.1,,44.5,68.4,51.7,17.2
1964,19.4,22.8,27.1,45.8,60.7,66.5,73.5,66.6,58.0,46.1,34.8,13.5,44.6,,44.5,68.9,46.3,11.3
1965,8.8,11.7,20.2,41.2,59.8,64.5,68.1,65.9,54.0,48.7,32.4,26.0,41.8,,40.4,66.2,45.0,14.8
1966,2.8,15.6,33.8,41.1,51.8,66.3,72.6,65.9,58.2,47.0,31.2,17.9,42.0,,42.2,68.3,45.5,14.1
1967,15.0,9.3,29.3,44.6,50.8,65.6,67.4,64.4,57.7,46.0,29.6,20.8,41.7,,41.6,65.8,44.4,16.4
1968,13.6,14.7,37.6,47.3,53.2,65.1,68.7,68.2,58.7,49.7,32.6,17.0,43.9,,46.0,67.3,47.0,14.7
1969,8.9,18.1,23.0,46.9,57.6,58.9,69.5,70.2,59.7,44.8,31.4,19.3,42.4,,42.5,66.2,45.3,13.3
1970,4.9,15.6,25.4,45.2,57.7,67.7,71.4,68.1,58.8,48.8,31.4,17.3,42.7,,42.8,69.1,46.3,12.6
1971,5.0,15.5,25.6,44.8,52.9,69.8,66.4,65.9,61.0,53.7,33.2,19.4,42.8,,41.1,67.4,49.3,12.6
1972,6.8,11.6,24.9,40.2,59.8,63.8,67.4,68.0,57.7,43.7,31.5,12.5,40.7,,41.6,66.4,44.3,16.4
1973,16.3,20.5,39.0,42.8,52.6,67.2,70.9,69.9,58.8,53.6,33.3,16.2,45.1,,44.8,69.3,48.6,15.2
1974,13.5,15.9,29.4,45.8,53.2,62.4,73.0,65.9,54.4,48.2,34.1,23.3,43.3,,42.8,67.1,45.6,17.9
1975,14.3,16.0,22.3,38.1,59.1,65.6,71.8,68.5,54.9,50.3,36.6,19.2,43.1,,39.8,68.6,47.3,17.8
1976,9.4,24.9,31.1,47.9,54.3,67.7,71.5,68.3,58.0,42.2,24.9,8.4,42.4,,44.4,69.2,41.7,8.9
1977,-1.0,19.2,36.8,51.6,65.0,65.4,72.6,64.4,59.6,46.2,31.0,14.3,43.8,,51.1,67.5,45.6,9.3
1978,5.0,8.7,27.1,43.5,58.0,65.0,68.5,68.5,63.8,47.1,30.4,13.5,41.6,,42.9,67.3,47.1,7.6
1979,0.8,8.4,28.4,41.4,53.3,64.6,69.3,66.3,60.6,45.3,31.5,24.2,41.2,,41.0,66.7,45.8,17.1
1980,13.3,13.9,25.3,46.4,58.9,65.6,72.2,68.5,58.5,43.2,34.2,18.1,43.2,,43.5,68.8,45.3,18.8
1981,16.4,21.8,34.5,47.7,54.6,65.5,69.8,67.9,57.5,45.0,35.8,17.0,44.5,,45.6,67.7,46.1,11.5
1982,2.4,15.0,27.8,40.7,60.4,60.4,71.7,67.3,58.2,48.4,31.0,24.9,42.4,,43.0,66.5,45.9,22.9
1983,18.8,25.0,32.7,40.5,51.9,66.0,74.1,72.7,60.3,47.5,34.2,5.1,44.1,,41.7,70.9,47.3,14.8
1984,11.8,27.6,24.9,46.0,53.6,67.5,68.8,70.8,56.9,50.6,32.2,19.0,44.1,,41.5,69.0,46.6,14.7
1985,10.2,14.9,35.6,50.3,60.8,62.5,69.6,65.3,59.0,47.2,25.7,6.4,42.3,,48.9,65.8,44.0,12.4
1986,15.3,15.5,33.7,49.5,58.6,66.6,71.7,64.6,59.0,47.7,27.9,22.1,44.4,,47.3,67.6,44.9,23.4
1987,19.7,28.5,36.7,50.7,60.6,69.2,73.4,67.2,60.2,42.2,36.8,24.3,47.5,,49.3,69.9,46.4,15.5
1988,9.4,12.8,32.3,45.2,61.4,70.3,73.9,72.5,60.5,42.0,33.5,19.0,44.4,,46.3,72.2,45.3,16.6
1989,20.9,9.8,26.1,43.2,55.7,64.3,72.3,68.1,58.4,48.7,28.2,9.1,42.1,,41.7,68.2,45.1,18.3
1990,24.6,21.3,34.9,46.4,53.6,66.7,69.5,68.2,61.9,46.4,37.4,16.0,45.6,,45.0,68.1,48.6,16.5
1991,10.8,22.6,33.3,48.1,60.5,70.5,69.6,68.9,57.4,46.0,24.8,20.4,44.4,,47.3,69.7,42.7,22.8
1992,20.8,27.1,31.2,42.0,58.0,63.2,64.4,63.9,57.7,46.1,30.9,20.8,43.8,,43.7,63.8,44.9,16.9
1993,13.6,16.4,28.5,41.7,56.0,62.6,68.6,68.8,53.1,45.6,30.3,21.4,42.2,,42.1,66.7,43.0,12.4
1994,3.7,12.0,33.0,44.6,57.3,68.0,67.5,65.1,62.2,50.5,36.9,24.6,43.8,,45.0,66.9,49.9,19.9
1995,16.5,18.5,33.4,40.2,54.9,69.7,71.3,73.4,57.6,47.7,25.3,16.8,43.8,,42.8,71.5,43.5,14.1
1996,9.0,16.5,24.1,40.8,53.1,65.8,67.4,68.0,59.7,47.7,25.3,15.7,41.1,,39.3,67.1,44.2,15.8
1997,10.8,20.9,30.0,42.9,51.5,67.6,69.0,65.3,60.6,48.7,28.9,26.1,43.5,,41.5,67.3,46.1,25.7
1998,19.7,31.4,31.8,49.3,62.6,64.1,71.0,69.6,64.5,49.7,37.1,25.4,48.0,,47.9,68.2,50.4,21.4
1999,11.4,27.4,32.9,48.1,59.3,66.2,73.8,67.3,58.8,46.9,39.9,23.2,46.3,,46.8,69.1,48.5,21.5
2000,14.6,26.6,39.5,45.0,58.4,64.2,69.5,69.1,59.2,51.4,31.6,7.1,44.7,,47.6,67.6,47.4,13.2
2001,18.9,13.5,27.7,48.0,57.9,65.6,71.7,70.9,58.0,46.6,44.7,27.5,45.9,,44.5,69.4,49.8,26.4
2002,24.2,27.5,25.3,44.4,52.6,68.0,74.1,68.2,62.4,42.6,31.9,24.5,45.5,,40.8,70.1,45.6,17.6
2003,14.0,14.3,30.5,45.2,55.4,64.8,69.9,71.6,60.2,48.0,32.6,24.3,44.2,,43.7,68.8,46.9,18.8
2004,11.3,20.7,34.7,46.7,54.6,63.2,68.5,63.3,64.1,48.8,36.7,20.8,44.5,,45.3,65.0,49.9,20.3
2005,14.8,25.3,28.7,49.5,53.8,70.6,72.3,68.5,63.8,50.3,35.1,17.7,45.9,,44.0,70.5,49.7,21.7
2006,28.2,19.2,32.3,50.6,57.9,66.9,74.6,69.2,56.9,43.8,36.0,27.8,47.0,,46.9,70.2,45.6,19.8
2007,20.0,11.6,36.0,44.5,60.9,68.4,71.2,69.1,61.9,53.3,33.0,16.1,45.5,,47.1,69.6,49.4,13.9
2008,12.7,12.8,26.4,43.3,53.6,65.5,70.4,67.4,61.5,47.7,33.5,12.2,42.3,,41.1,67.8,47.6,12.6
2009,5.2,20.5,31.1,44.9,56.7,64.6,64.9,65.9,62.3,42.4,40.5,17.9,43.1,,44.2,65.1,48.4,16.3
2010,12.8,18.3,38.5,51.8,58.2,66.3,72.4,72.3,57.9,50.3,34.5,14.9,45.7,,49.5,70.3,47.6,14.5
2011,10.9,17.8,28.4,43.3,55.6,66.1,74.6,69.3,58.4,50.9,37.3,25.3,44.8,,42.4,70.0,48.9,24.4
2012,21.1,26.9,47.8,47.2,61.3,68.6,76.6,68.3,59.2,45.4,35.5,23.8,48.5,,52.1,71.2,46.7,19.4
2013,16.5,17.8,24.0,38.3,56.0,65.4,70.8,69.4,63.0,47.1,30.6,11.9,42.6,,39.4,68.5,46.9,8.2
2014,6.3,6.4,23.2,41.2,56.6,68.3,67.6,69.4,59.7,46.8,25.4,24.1,41.3,,40.3,68.4,44.0,23.9
2015,16.0,8.5,32.1,47.1,58.0,66.2,69.8,67.2,66.0,49.6,40.4,31.2,46.0,,45.7,67.7,52.0,26.3
2016,15.3,22.8,38.9,45.8,57.7,67.8,71.4,70.5,63.5,51.3,42.5,19.8,47.3,,47.5,69.9,52.4,22.5
2017,18.8,28.9,31.4,48.0,55.2,66.9,70.7,65.6,63.9,50.0,31.8,17.8,45.8,,44.9,67.7,48.6,15.7
2018,14.1,15.3,31.0,34.4,63.4,69.0,--,--,--,--,--,--,--,,42.9,--,--,--
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Multi-year  Statistics,,,,,,,,,,,,,,,,,,
Interval/yrs,1895,2018,,,,,,,,,,,,,,,,
AVE,12.4,16.6,29.4,44.6,56.6,65.9,70.6,68.1,59.6,47.8,32.2,18.2,43.5,,43.5,68.2,46.5,15.8
MEDIAN,12.7,16.1,29.2,44.6,56.6,65.9,70.4,68.1,59.2,47.7,31.9,18.2,43.4,,43.5,68.4,46.7,15.7
STD,6.14,6.08,5.24,3.73,3.42,2.76,2.56,2.47,2.76,3.54,4.26,5.51,1.73,,2.69,1.85,2.25,4.25
MAX,28.2,31.4,47.8,53.2,65.6,74.6,77.2,75.2,66.0,57.2,44.7,31.2,48.5,,52.1,72.2,52.4,26.4
MIN,-5.9,-1.3,17.6,34.4,48.1,58.9,64.4,62.7,52.5,36.9,23.0,5.1,38.8,,37.9,63.2,40.7,6.3
Count,124,124,124,124,124,124,123,123,123,123,123,123,123,,124,123,123,123
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,2000,,,,,,,,,,,,,,,,
AVE,11.8,16.5,29.3,44.3,56.4,65.7,70.5,67.9,59.2,47.7,31.8,17.7,43.2,,43.3,68.0,46.2,15.4
MEDIAN,12.3,16.0,29.2,44.3,56.0,65.6,70.1,68.0,58.9,47.7,31.7,18.1,43.3,,43.2,68.2,46.2,15.3
STD,6.12,5.92,4.96,3.65,3.53,2.93,2.57,2.44,2.59,3.49,3.90,5.44,1.61,,2.59,1.88,2.08,3.95
MAX,24.6,31.4,42.8,53.2,65.6,74.6,77.2,75.2,65.6,57.2,39.9,28.4,48.1,,51.1,72.2,51.9,25.7
MIN,-5.9,-1.3,19.8,36.4,48.1,58.9,64.4,62.7,52.5,36.9,23.0,5.1,38.8,,37.9,63.2,41.7,6.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,2000,,,,,,,,,,,,,,,,
AVE,11.7,18.0,29.5,44.6,56.7,65.8,70.2,67.9,58.8,47.7,31.8,18.0,43.4,,43.6,68.0,46.1,15.9
MEDIAN,12.1,16.2,29.4,45.1,56.7,65.9,69.6,68.0,58.8,47.6,31.8,18.6,43.2,,42.9,68.1,46.0,15.9
STD,5.74,5.81,4.83,3.38,3.40,2.54,2.34,2.27,2.24,3.30,3.96,5.40,1.51,,2.66,1.62,2.14,3.90
MAX,24.6,31.4,39.5,51.6,65.0,70.5,75.4,73.4,64.5,57.2,39.9,27.0,48.0,,51.1,72.2,51.7,25.7
MIN,-1.0,8.4,19.8,38.1,50.4,58.9,64.4,63.9,53.1,41.5,23.0,5.1,40.2,,39.3,63.8,41.7,7.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1981,2010,,,,,,,,,,,,,,,,
AVE,14.8,19.8,31.6,45.7,56.8,66.2,70.6,68.3,59.7,47.3,33.1,18.9,44.4,,44.7,68.4,46.7,17.7
MEDIAN,14.3,19.9,32.3,45.2,57.0,66.1,70.7,68.2,59.5,47.7,33.3,19.7,44.4,,44.8,68.2,46.5,16.8
STD,6.0,5.9,3.9,3.3,3.1,2.5,2.5,2.6,2.5,2.8,4.7,6.1,1.6,,2.7,2.0,2.2,4.1
MAX,28.2,31.4,39.5,51.8,62.6,70.6,74.6,73.4,64.5,53.3,44.7,27.8,48.0,,49.5,72.2,50.4,26.4
MIN,2.4,9.8,24.1,40.2,51.5,60.4,64.4,63.3,53.1,42.0,24.8,5.1,41.1,,39.3,63.8,42.7,11.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1971,2000,,,,,,,,,,,,,,,,
AVE,12.1,18.9,30.9,44.8,57.0,65.9,70.4,67.9,59.0,47.3,31.8,17.8,43.7,,44.2,68.1,46.0,16.4
MEDIAN,12.6,17.5,31.5,44.9,57.7,65.7,70.4,68.1,58.9,47.4,31.6,19.0,43.8,,43.6,67.7,45.8,16.5
STD,6.3,6.3,4.5,3.6,3.5,2.5,2.4,2.4,2.4,3.0,4.1,5.9,1.7,,3.0,1.7,2.1,4.4
MAX,24.6,31.4,39.5,51.6,65.0,70.5,74.1,73.4,64.5,53.7,39.9,26.1,48.0,,51.1,72.2,50.4,25.7
MIN,-1.0,8.4,22.3,38.1,51.5,60.4,64.4,63.9,53.1,42.0,24.8,5.1,40.7,,39.3,63.8,41.7,7.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1961,1990,,,,,,,,,,,,,,,,
AVE,11.0,16.8,29.9,44.8,56.6,65.7,70.6,67.7,58.7,47.6,32.3,16.9,43.2,,43.8,68.0,46.2,14.9
MEDIAN,11.0,15.6,29.4,45.2,56.7,65.6,71.0,68.0,58.8,47.4,32.3,17.6,43.1,,42.9,67.9,46.0,14.8
STD,6.4,5.5,4.9,3.5,3.6,2.4,2.2,2.1,2.1,3.4,3.1,5.4,1.4,,2.7,1.5,1.8,3.6
MAX,24.6,28.5,39.0,51.6,65.0,70.3,74.1,72.7,63.8,57.2,37.5,26.0,47.5,,51.1,72.2,51.7,23.4
MIN,-1.0,8.4,20.2,38.1,50.8,58.9,66.4,64.4,54.0,42.0,24.9,5.1,40.7,,39.8,65.8,41.7,7.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,1980,,,,,,,,,,,,,,,,
AVE,10.1,16.2,27.9,44.3,56.4,65.6,70.1,67.7,58.5,48.0,31.8,17.8,42.9,,42.9,67.8,46.1,14.9
MEDIAN,10.0,15.6,27.1,45.0,56.1,65.6,69.5,68.0,58.8,47.5,32.2,18.0,43.1,,42.6,68.2,46.1,15.4
STD,5.2,4.8,4.8,3.3,3.4,2.4,2.3,2.0,2.2,3.8,3.5,4.6,1.1,,2.3,1.3,2.2,3.4
MAX,19.4,29.1,39.0,51.6,65.0,69.8,75.4,72.6,63.8,57.2,37.5,27.0,45.1,,51.1,71.0,51.7,20.7
MIN,-1.0,8.4,19.8,38.1,50.4,58.9,66.4,64.4,54.0,41.5,23.0,8.4,40.2,,39.8,65.3,41.7,7.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1941,1970,,,,,,,,,,,,,,,,
AVE,11.9,16.3,27.9,44.5,56.1,65.6,70.0,68.2,58.6,48.7,31.7,17.9,43.1,,42.8,68.0,46.4,15.3
MEDIAN,12.5,15.6,27.1,45.0,55.6,65.8,69.5,68.0,58.7,48.5,32.2,18.0,43.2,,42.6,68.4,46.4,14.8
STD,5.1,4.1,5.1,3.6,3.3,2.7,2.2,2.5,2.2,3.5,3.7,4.4,1.3,,2.3,1.6,2.1,3.0
MAX,23.8,29.1,40.4,51.2,61.5,69.8,75.4,75.2,64.3,57.2,37.5,27.0,45.6,,47.5,71.4,51.7,21.6
MIN,2.7,9.3,19.8,36.4,50.4,58.9,66.6,63.9,54.0,41.5,23.0,9.3,40.1,,37.9,65.3,41.8,10.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1931,1960,,,,,,,,,,,,,,,,
AVE,13.1,16.2,27.5,44.0,56.6,66.3,71.2,68.9,59.7,48.4,31.2,18.3,43.5,,42.7,68.8,46.4,15.7
MEDIAN,12.6,16.2,27.1,43.7,55.8,65.9,71.4,68.7,59.5,47.8,31.2,18.1,43.4,,42.8,68.9,46.6,16.1
STD,5.6,5.4,4.9,3.7,3.6,3.2,2.6,2.5,2.7,3.5,4.0,4.6,1.6,,2.3,1.8,2.2,3.3
MAX,23.8,29.1,40.4,51.2,65.6,74.6,76.7,75.2,65.6,57.0,38.3,27.5,48.1,,47.5,71.9,51.9,21.6
MIN,4.5,-1.3,19.8,36.4,50.4,60.2,67.0,63.9,55.2,41.5,23.0,10.1,40.1,,37.9,65.3,41.8,6.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1921,1950,,,,,,,,,,,,,,,,
AVE,12.5,16.2,28.7,44.0,56.4,66.1,71.2,68.5,59.9,48.2,31.6,17.5,43.4,,43.0,68.6,46.6,15.2
MEDIAN,12.3,16.6,28.6,43.3,56.1,65.7,71.7,68.2,60.0,48.1,31.1,17.0,43.5,,43.4,69.0,46.8,15.0
STD,6.4,5.8,5.1,3.7,3.9,3.4,2.6,2.6,2.9,3.7,3.8,5.2,1.8,,2.5,2.0,2.1,3.4
MAX,23.8,29.1,40.4,50.9,65.6,74.6,76.7,75.2,65.6,57.0,38.5,28.4,48.1,,47.5,71.9,51.9,23.7
MIN,-0.1,-1.3,20.4,36.4,48.8,60.2,67.0,62.9,54.8,37.4,25.8,7.7,40.1,,37.9,64.4,42.5,6.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1911,1940,,,,,,,,,,,,,,,,
AVE,11.1,15.6,28.5,43.8,56.5,66.0,71.3,67.7,59.8,47.4,31.7,17.8,43.1,,42.9,68.3,46.3,14.8
MEDIAN,11.6,16.5,28.8,43.4,56.9,65.6,71.4,67.8,59.6,47.1,31.1,17.6,43.1,,43.1,68.8,46.7,15.1
STD,7.2,6.6,4.3,3.5,3.7,3.7,2.9,2.4,2.9,4.0,4.0,6.2,1.8,,2.1,2.1,2.2,4.1
MAX,22.0,29.1,36.1,53.2,65.6,74.6,77.2,73.8,65.6,54.0,38.5,28.4,48.1,,47.4,71.9,51.9,23.7
MIN,-5.9,-1.3,20.4,37.6,48.8,60.6,66.0,62.7,52.5,36.9,23.3,7.7,38.8,,39.2,63.2,42.2,6.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,1930,,,,,,,,,,,,,,,,
AVE,10.7,14.7,29.6,44.1,55.7,65.1,70.2,67.1,59.3,47.1,32.2,17.1,42.7,,43.2,67.5,46.2,14.5
