,,,,,,,Wisconsin State Climatology Office,,,,,,,,,,,
1927,15.6,27.4,37.2,44.8,53.9,63.3,69.7,64.9,64.1,52.2,36.3,18.9,45.7,,45.3,66.0,50.9,21.3
1928,20.4,24.6,32.9,41.2,59.4,62.3,71.4,69.8,57.8,51.5,36.7,26.3,46.2,,44.5,67.8,48.7,14.7
1929,6.0,11.7,36.0,47.9,54.1,63.8,71.6,67.6,60.3,48.0,30.6,22.8,43.4,,46.0,67.7,46.3,20.9
1930,10.7,29.1,32.5,47.2,58.2,67.1,72.8,71.1,63.1,47.2,37.3,23.3,46.6,,46.0,70.3,49.2,26.2
1931,24.9,30.3,31.6,47.5,54.2,71.0,75.3,70.1,67.7,53.7,42.9,31.7,50.1,,44.4,72.1,54.8,28.0
1932,25.6,26.7,24.7,44.1,58.2,69.5,72.9,70.0,59.9,47.3,30.8,21.7,46.0,,42.3,70.8,46.0,23.4
1933,29.5,19.0,31.2,43.7,57.6,74.6,72.3,67.7,65.7,47.2,32.6,22.7,47.0,,44.2,71.5,48.5,22.2
1934,25.9,18.1,29.2,44.8,64.2,72.7,74.4,67.8,59.5,52.2,39.9,18.9,47.3,,46.1,71.6,50.5,19.2
1935,15.9,22.9,35.5,43.1,51.7,62.5,75.4,69.7,61.2,49.2,32.8,19.7,45.0,,43.4,69.2,47.7,11.5
1936,10.0,4.7,34.6,40.6,62.8,64.9,76.9,73.0,63.4,46.8,32.1,26.1,44.7,,46.0,71.6,47.4,20.6
1937,16.7,19.1,28.8,43.2,57.7,65.4,73.2,74.2,62.0,46.4,31.9,19.4,44.8,,43.2,70.9,46.8,21.1
1938,17.2,26.8,39.7,46.9,56.7,65.7,71.6,71.6,60.6,53.8,36.8,23.3,47.6,,47.8,69.6,50.4,22.3
1939,24.9,18.8,32.4,42.3,61.6,68.8,73.2,69.8,65.5,50.5,36.4,30.3,47.9,,45.4,70.6,50.8,20.8
1940,9.8,22.2,25.9,42.9,54.3,67.1,72.3,68.0,60.8,52.1,32.1,24.6,44.3,,41.0,69.1,48.3,21.6
1941,21.4,18.7,26.9,51.1,61.4,67.4,72.1,70.5,63.6,51.3,38.2,29.7,47.7,,46.5,70.0,51.0,22.6
1942,18.2,19.8,36.0,51.2,56.2,66.7,71.0,68.6,58.7,49.9,35.6,17.2,45.8,,47.8,68.8,48.1,17.5
1943,14.5,20.7,27.2,44.1,55.0,69.8,72.9,70.7,57.0,48.9,31.0,24.0,44.7,,42.1,71.1,45.6,24.3
1944,25.7,23.1,27.9,42.1,62.0,69.7,70.4,70.7,62.6,49.4,39.1,17.5,46.7,,44.0,70.3,50.4,17.5
1945,13.7,21.3,44.1,46.8,52.3,61.6,68.7,68.8,60.0,47.1,34.5,16.3,44.6,,47.7,66.4,47.2,19.9
1946,21.1,22.4,41.4,49.2,54.9,65.8,71.4,67.0,60.8,53.5,36.5,25.8,47.5,,48.5,68.1,50.3,21.1
1947,22.1,15.3,28.6,43.9,51.7,63.3,69.5,76.0,63.1,58.4,28.9,23.1,45.3,,41.4,69.6,50.1,18.2
1948,12.6,18.8,30.6,50.4,54.6,65.7,72.5,70.6,64.7,47.8,38.3,23.7,45.9,,45.2,69.6,50.3,21.2
1949,20.0,19.8,32.0,45.4,58.6,69.9,73.6,70.3,56.1,53.0,35.8,24.6,46.6,,45.3,71.3,48.3,21.8
1950,20.6,20.2,26.7,38.8,56.7,65.8,67.9,64.7,59.5,53.8,29.9,13.9,43.2,,40.7,66.1,47.7,15.5
1951,13.2,19.4,28.0,43.1,60.0,63.2,69.4,65.8,57.6,49.8,26.5,19.2,42.9,,43.7,66.1,44.6,21.5
1952,19.0,26.2,28.4,48.4,56.5,69.2,73.1,67.6,60.9,43.6,37.1,25.8,46.3,,44.4,70.0,47.2,24.0
1953,21.8,24.4,33.3,41.9,57.2,69.3,71.8,70.4,61.5,54.4,38.9,26.1,47.6,,44.1,70.5,51.6,25.4
1954,18.5,31.6,30.2,49.0,52.3,69.7,71.4,67.6,62.2,49.2,36.5,23.6,46.8,,43.8,69.6,49.3,20.4
1955,17.6,20.0,30.2,52.3,59.8,64.4,76.3,73.8,62.3,50.8,30.1,18.2,46.3,,47.4,71.5,47.7,19.8
1956,20.0,21.3,28.8,43.3,56.2,70.0,68.8,69.2,59.0,55.0,35.0,24.8,46.0,,42.8,69.3,49.7,20.8
1957,11.5,26.1,32.4,46.8,55.0,66.6,72.1,69.0,59.0,46.9,34.2,27.2,45.6,,44.7,69.2,46.7,20.3
1958,18.9,14.9,32.3,46.3,58.3,61.9,68.8,70.2,61.5,52.7,37.0,15.9,44.9,,45.6,67.0,50.4,14.0
1959,10.2,15.8,28.6,45.6,62.2,68.2,69.7,73.3,63.0,45.9,26.7,30.0,44.9,,45.5,70.4,45.2,23.9
1960,21.2,20.4,19.8,48.3,55.2,64.2,68.8,69.8,63.6,49.2,37.4,20.5,44.9,,41.1,67.6,50.1,22.0
1961,17.1,28.5,34.3,41.3,54.2,66.9,70.3,69.6,62.3,50.9,35.2,19.3,45.8,,43.3,68.9,49.5,16.4
1962,11.9,17.9,29.0,45.2,62.0,66.6,67.4,69.3,57.5,52.3,35.6,20.4,44.6,,45.4,67.8,48.5,13.3
1963,5.9,13.7,33.8,48.4,55.2,68.9,72.5,67.5,60.8,59.0,40.0,11.9,44.8,,45.8,69.6,53.3,20.1
1964,24.0,24.4,30.7,46.9,62.5,67.9,72.8,66.9,60.3,47.3,38.9,19.3,46.8,,46.7,69.2,48.8,17.9
1965,16.2,18.3,24.4,43.4,61.4,65.6,69.9,67.3,59.4,50.1,36.8,29.7,45.2,,43.1,67.6,48.8,20.4
1966,10.6,20.9,35.8,43.0,52.1,67.2,72.7,66.8,59.1,48.5,36.6,22.2,44.6,,43.6,68.9,48.1,19.6
1967,21.4,15.2,33.1,46.2,52.1,67.6,68.2,64.1,59.0,48.2,32.2,25.0,44.4,,43.8,66.6,46.5,20.7
1968,18.8,18.4,39.4,47.9,54.5,66.9,69.7,69.6,60.8,51.0,35.4,22.0,46.2,,47.3,68.7,49.1,19.9
1969,14.4,23.3,28.2,47.4,57.6,60.4,70.7,70.8,60.7,46.9,33.3,22.1,44.7,,44.4,67.3,47.0,17.1
1970,9.6,19.5,30.2,47.0,59.2,67.2,72.1,70.1,61.5,51.2,34.6,22.4,45.4,,45.5,69.8,49.1,17.6
1971,11.0,19.4,28.4,45.5,54.8,70.8,67.9,67.3,64.5,57.0,35.9,26.7,45.8,,42.9,68.7,52.5,19.2
1972,13.7,17.2,28.3,41.7,60.1,64.5,69.4,69.2,60.9,46.3,33.8,18.4,43.6,,43.4,67.7,47.0,21.8
1973,23.0,24.1,40.9,44.4,53.8,68.7,72.4,71.0,61.3,54.7,36.1,21.8,47.7,,46.4,70.7,50.7,19.9
1974,18.5,19.4,33.0,48.2,53.9,63.7,72.5,67.0,57.0,49.6,36.9,25.6,45.4,,45.0,67.7,47.8,22.4
1975,20.9,20.7,26.0,39.9,61.2,67.6,71.2,70.2,56.9,52.4,41.3,24.8,46.1,,42.4,69.7,50.2,22.6
1976,15.2,27.7,36.4,48.5,54.6,68.5,72.6,67.9,58.7,44.1,28.0,12.8,44.6,,46.5,69.7,43.6,12.7
1977,3.6,21.6,39.9,52.2,65.1,65.0,73.6,65.6,61.2,47.9,35.1,18.9,45.8,,52.4,68.1,48.1,13.9
1978,10.5,12.2,28.2,44.7,58.0,66.8,69.5,69.5,64.9,47.7,35.2,19.5,43.9,,43.6,68.6,49.3,12.1
1979,5.9,11.0,30.9,42.3,56.4,66.5,70.3,67.3,61.9,47.7,34.8,28.2,43.6,,43.2,68.0,48.1,21.1
1980,18.2,16.9,28.3,46.1,59.0,65.6,73.1,70.4,60.8,44.7,36.1,22.3,45.1,,44.5,69.7,47.2,22.0
1981,18.9,24.8,36.0,49.3,55.2,67.6,70.3,68.4,59.0,46.7,37.8,22.3,46.4,,46.8,68.8,47.8,16.2
1982,7.7,18.5,30.0,41.7,62.0,61.6,71.6,66.9,59.2,50.8,35.4,30.2,44.6,,44.6,66.7,48.5,26.9
1983,22.9,27.6,34.4,42.2,52.7,67.7,75.2,73.3,60.7,50.3,38.1,10.8,46.3,,43.1,72.1,49.7,18.7
1984,14.7,30.5,27.4,45.5,54.0,68.6,69.7,71.3,59.6,51.8,35.8,26.0,46.2,,42.3,69.9,49.1,18.5
1985,11.9,17.5,37.7,52.1,61.3,64.6,71.1,66.5,62.0,49.1,31.4,11.3,44.7,,50.4,67.4,47.5,16.1
1986,17.4,19.5,35.9,50.5,58.9,66.6,72.8,65.2,61.8,49.6,31.5,25.3,46.3,,48.4,68.2,47.6,26.0
1987,22.4,30.2,37.5,49.8,60.9,70.9,74.4,68.6,60.9,43.6,39.9,27.8,48.9,,49.4,71.3,48.1,19.6
1988,13.4,17.7,34.8,46.6,61.4,70.4,74.4,74.1,62.8,43.4,37.8,23.8,46.7,,47.6,73.0,48.0,21.7
1989,26.9,14.4,30.3,44.5,56.4,65.8,72.3,68.4,58.7,50.2,32.5,12.7,44.4,,43.7,68.8,47.1,22.2
1990,28.4,25.4,37.4,48.0,53.7,67.3,70.3,69.3,63.2,47.5,40.3,21.2,47.7,,46.4,69.0,50.3,20.4
1991,14.2,25.9,36.3,49.3,63.0,70.4,71.4,69.9,59.7,48.8,30.6,25.2,47.1,,49.5,70.6,46.4,26.4
1992,24.6,29.3,34.4,42.9,57.8,64.6,66.7,64.3,59.0,47.6,33.8,23.9,45.7,,45.0,65.2,46.8,21.7
1993,20.6,20.6,30.6,42.6,58.6,64.8,70.7,70.6,55.6,47.0,34.2,25.2,45.1,,43.9,68.7,45.6,15.9
1994,8.2,14.3,34.3,47.6,56.8,69.2,69.5,65.8,63.2,51.7,39.2,28.3,45.7,,46.2,68.2,51.4,22.9
1995,18.6,21.8,35.9,42.0,56.0,70.7,72.9,75.4,58.3,50.1,27.8,20.1,45.8,,44.6,73.0,45.4,18.7
1996,15.7,20.3,27.7,42.3,53.3,66.7,68.0,69.0,61.1,49.6,28.5,22.2,43.7,,41.1,67.9,46.4,20.5
1997,15.0,24.3,33.8,43.2,51.7,68.1,70.2,65.7,61.3,50.0,33.4,28.0,45.4,,42.9,68.0,48.2,29.0
1998,24.5,34.4,34.7,47.9,62.7,66.7,71.5,71.2,65.2,51.5,40.4,30.3,50.1,,48.4,69.8,52.4,25.8
1999,15.8,31.4,34.0,48.8,60.1,68.4,75.3,67.6,60.1,48.8,42.6,25.8,48.2,,47.6,70.4,50.5,25.1
2000,20.1,29.5,41.6,45.6,59.5,65.9,69.8,69.9,61.8,53.5,35.0,11.4,47.0,,48.9,68.5,50.1,17.7
2001,21.0,20.6,31.3,50.6,59.8,66.1,73.0,71.7,59.5,48.8,45.9,30.9,48.3,,47.2,70.3,51.4,29.6
2002,27.7,30.1,30.0,46.6,53.7,68.9,74.9,70.5,64.6,46.3,34.7,26.9,47.9,,43.4,71.4,48.5,21.0
2003,17.2,19.0,32.8,45.3,55.7,65.2,70.6,72.5,61.7,49.3,37.3,28.6,46.3,,44.6,69.4,49.4,22.7
2004,15.6,23.8,38.5,47.6,57.0,65.1,68.9,64.8,64.6,50.9,40.2,24.7,46.8,,47.7,66.3,51.9,24.1
2005,18.9,28.8,31.3,50.4,55.1,72.2,72.2,70.7,66.6,51.7,37.8,18.9,47.9,,45.6,71.7,52.0,24.4
2006,31.5,22.9,34.4,50.9,58.3,66.7,73.8,70.4,59.0,45.5,39.7,29.6,48.6,,47.9,70.3,48.1,22.7
2007,24.2,14.3,37.9,44.8,61.9,68.8,71.1,71.4,63.8,56.0,35.7,20.4,47.5,,48.2,70.4,51.8,18.3
2008,18.3,16.2,29.5,47.2,54.6,67.8,71.3,68.8,63.2,48.9,36.6,16.6,44.9,,43.8,69.3,49.6,17.0
2009,10.4,24.1,34.3,45.4,58.2,66.9,65.6,67.1,62.8,45.3,42.3,22.3,45.4,,46.0,66.5,50.1,21.0
2010,17.6,23.2,38.6,52.2,60.3,68.4,74.1,72.9,61.0,52.3,38.7,18.5,48.2,,50.4,71.8,50.7,18.9
2011,16.6,21.6,32.1,44.6,56.4,67.5,75.7,70.3,59.4,51.6,39.2,29.8,47.1,,44.4,71.2,50.1,27.9
2012,24.2,29.6,49.3,46.9,62.5,70.0,78.7,69.6,60.5,47.8,37.0,29.5,50.5,,52.9,72.8,48.4,23.3
2013,20.6,19.9,26.5,42.8,59.1,66.8,70.8,69.4,63.2,49.3,33.8,16.8,44.9,,42.8,69.0,48.8,12.5
2014,9.6,11.2,25.4,44.3,58.1,69.2,67.4,69.8,60.5,48.9,29.0,28.1,43.5,,42.6,68.8,46.1,27.9
2015,18.4,10.8,32.2,47.8,59.4,65.9,69.3,68.4,67.2,51.6,41.5,35.5,47.3,,46.5,67.9,53.4,30.4
2016,19.4,26.8,39.2,45.9,58.0,68.6,72.1,71.9,66.1,53.8,43.9,22.0,49.0,,47.7,70.9,54.6,25.9
2017,23.4,32.2,34.2,50.0,55.4,68.4,70.8,66.6,64.5,53.5,34.9,22.0,48.0,,46.5,68.6,51.0,20.7
2018,18.9,21.1,33.2,36.7,63.9,68.3,--,--,--,--,--,--,--,,44.6,--,--,--
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Multi-year  Statistics,,,,,,,,,,,,,,,,,,
Interval/yrs,1895,2018,,,,,,,,,,,,,,,,
AVE,17.4,20.7,32.3,45.8,57.4,66.9,71.5,69.1,61.3,49.6,35.3,22.5,45.8,,45.2,69.2,48.8,20.3
MEDIAN,18.3,20.5,32.3,45.8,57.5,66.9,71.4,69.4,61.0,49.5,35.6,22.6,45.7,,45.0,69.2,48.5,20.6
STD,5.81,5.73,4.84,3.34,3.40,2.70,2.46,2.45,2.63,3.45,3.83,5.19,1.59,,2.41,1.79,2.11,3.99
MAX,31.5,34.4,49.3,54.1,65.7,74.6,78.7,76.0,67.7,59.0,45.9,35.5,50.5,,52.9,73.0,54.8,30.4
MIN,-0.2,4.7,19.8,36.7,49.9,60.4,65.6,62.7,55.2,38.6,26.5,10.8,41.5,,40.7,63.8,43.6,11.5
Count,124,124,124,124,124,124,123,123,123,123,123,123,123,,124,123,123,123
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,2000,,,,,,,,,,,,,,,,
AVE,16.9,20.7,32.3,45.6,57.2,66.7,71.4,69.0,61.0,49.6,35.0,22.2,45.6,,45.0,69.0,48.5,20.0
MEDIAN,17.9,20.4,32.4,45.5,57.0,66.7,71.4,69.2,60.8,49.6,35.4,22.6,45.6,,44.9,69.1,48.3,20.5
STD,5.88,5.59,4.68,3.29,3.47,2.84,2.38,2.47,2.49,3.40,3.61,5.13,1.50,,2.37,1.80,1.98,3.78
MAX,29.5,34.4,44.1,54.1,65.1,74.6,78.6,76.0,67.7,59.0,42.9,31.9,50.1,,52.4,73.0,54.8,29.0
MIN,-0.2,4.7,19.8,37.8,49.9,60.4,66.7,62.7,55.2,38.6,26.5,10.8,41.5,,40.7,63.8,43.6,11.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,2000,,,,,,,,,,,,,,,,
AVE,16.5,21.8,32.3,46.0,57.5,66.9,71.1,68.9,60.7,49.5,35.1,22.3,45.7,,45.3,69.0,48.4,20.3
MEDIAN,17.3,20.7,32.7,46.2,57.4,67.1,71.2,69.1,60.9,49.6,35.4,22.4,45.7,,44.7,68.9,48.2,20.4
STD,5.60,5.49,4.38,3.08,3.43,2.40,2.11,2.47,2.05,3.26,3.70,5.16,1.38,,2.39,1.60,2.01,3.73
MAX,28.4,34.4,41.6,52.3,65.1,70.9,76.3,75.4,65.2,59.0,42.6,30.3,50.1,,52.4,73.0,53.3,29.0
MIN,3.6,11.0,19.8,39.9,51.7,60.4,66.7,64.1,55.6,43.4,26.5,10.8,42.9,,41.1,65.2,43.6,12.1
,,,,,,,,,,,,,,,,,,
Interval/yrs,1981,2010,,,,,,,,,,,,,,,,
AVE,18.8,23.4,34.1,46.8,57.7,67.4,71.5,69.4,61.3,49.2,36.5,23.0,46.6,,46.2,69.4,49.0,21.7
MEDIAN,18.5,23.5,34.4,46.9,58.0,67.5,71.4,69.6,61.2,49.5,37.0,24.3,46.3,,46.3,69.4,48.8,21.4
STD,5.8,5.5,3.4,3.2,3.2,2.2,2.4,2.8,2.4,2.8,4.1,5.8,1.5,,2.5,1.9,2.0,3.7
MAX,31.5,34.4,41.6,52.2,63.0,72.2,75.3,75.4,66.6,56.0,45.9,30.9,50.1,,50.4,73.0,52.4,29.6
MIN,7.7,14.3,27.4,41.7,51.7,61.6,65.6,64.3,55.6,43.4,27.8,10.8,43.7,,41.1,65.2,45.4,15.9
,,,,,,,,,,,,,,,,,,
Interval/yrs,1971,2000,,,,,,,,,,,,,,,,
AVE,16.7,22.3,33.5,45.9,57.8,67.1,71.4,68.9,60.7,49.1,35.3,22.4,45.9,,45.7,69.1,48.4,20.6
MEDIAN,16.6,21.2,34.4,45.6,57.9,67.1,71.3,68.8,60.9,49.4,35.3,23.9,45.8,,45.0,68.7,48.1,20.8
STD,6.1,5.9,4.2,3.3,3.5,2.3,2.1,2.6,2.3,3.1,3.8,5.6,1.5,,2.7,1.7,2.0,4.1
MAX,28.4,34.4,41.6,52.2,65.1,70.9,75.3,75.4,65.2,57.0,42.6,30.3,50.1,,52.4,73.0,52.5,29.0
MIN,3.6,11.0,26.0,39.9,51.7,61.6,66.7,64.3,55.6,43.4,27.8,10.8,43.6,,41.1,65.2,43.6,12.1
,,,,,,,,,,,,,,,,,,
Interval/yrs,1961,1990,,,,,,,,,,,,,,,,
AVE,15.8,20.5,32.7,46.0,57.5,66.8,71.4,68.6,60.6,49.4,35.7,21.5,45.5,,45.4,68.9,48.6,19.2
MEDIAN,15.7,19.5,33.1,46.2,57.0,67.1,71.4,68.5,60.8,49.4,35.7,22.2,45.4,,44.8,68.8,48.3,19.8
STD,6.2,5.1,4.4,3.1,3.6,2.3,1.9,2.2,1.9,3.5,2.9,5.3,1.2,,2.4,1.4,1.8,3.5
MAX,28.4,30.5,40.9,52.2,65.1,70.9,75.2,74.1,64.9,59.0,41.3,30.2,48.9,,52.4,73.0,53.3,26.9
MIN,3.6,11.0,24.4,39.9,52.1,60.4,67.4,64.1,56.9,43.4,28.0,10.8,43.6,,42.3,66.6,43.6,12.1
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,1980,,,,,,,,,,,,,,,,
AVE,15.4,20.3,31.0,45.8,57.3,66.7,71.0,68.8,60.7,49.8,35.0,22.2,45.3,,44.7,68.8,48.5,19.4
MEDIAN,16.7,19.8,30.2,46.2,56.9,66.9,71.0,69.2,60.9,49.4,35.5,22.2,45.3,,44.4,68.9,48.6,20.2
STD,5.3,4.8,4.5,3.0,3.4,2.4,2.0,2.1,2.0,3.7,3.4,4.4,1.1,,2.1,1.3,2.1,3.4
MAX,24.0,31.6,40.9,52.3,65.1,70.8,76.3,73.8,64.9,59.0,41.3,30.0,47.7,,52.4,71.5,53.3,25.4
MIN,3.6,11.0,19.8,39.9,52.1,60.4,67.4,64.1,56.9,43.6,26.5,11.9,42.9,,41.1,66.1,43.6,12.1
,,,,,,,,,,,,,,,,,,
Interval/yrs,1941,1970,,,,,,,,,,,,,,,,
AVE,17.1,20.7,31.1,46.2,56.9,66.6,70.9,69.2,60.6,50.5,34.9,22.0,45.5,,44.7,68.9,48.7,19.8
MEDIAN,18.4,20.1,30.2,46.6,56.4,66.9,70.9,69.5,60.8,50.0,35.6,22.3,45.5,,44.6,69.2,48.8,20.2
STD,4.7,4.0,4.9,3.2,3.3,2.6,2.0,2.5,2.1,3.4,3.5,4.5,1.2,,2.0,1.5,1.9,2.9
MAX,25.7,31.6,44.1,52.3,62.5,70.0,76.3,76.0,64.7,59.0,40.0,30.0,47.7,,48.5,71.5,53.3,25.4
MIN,5.9,13.7,19.8,38.8,51.7,60.4,67.4,64.1,56.1,43.6,26.5,11.9,42.9,,40.7,66.1,44.6,13.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1931,1960,,,,,,,,,,,,,,,,
AVE,18.7,21.0,30.9,45.6,57.2,67.2,71.9,69.9,61.4,50.3,34.5,22.9,46.0,,44.5,69.7,48.8,20.7
MEDIAN,19.0,20.3,30.2,45.1,56.7,66.9,72.1,69.9,61.4,49.9,35.3,23.5,45.9,,44.4,69.8,48.4,21.1
STD,5.1,5.0,4.9,3.3,3.4,3.2,2.3,2.4,2.6,3.3,3.9,4.5,1.5,,2.1,1.7,2.2,3.3
MAX,29.5,31.6,44.1,52.3,64.2,74.6,76.9,76.0,67.7,58.4,42.9,31.7,50.1,,48.5,72.1,54.8,28.0
MIN,9.8,4.7,19.8,38.8,51.7,61.6,67.9,64.7,56.1,43.6,26.5,13.9,42.9,,40.7,66.1,44.6,11.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1921,1950,,,,,,,,,,,,,,,,
AVE,18.3,21.1,32.0,45.3,57.0,67.0,72.0,69.5,61.6,50.0,34.7,22.4,45.9,,44.8,69.5,48.8,20.4
MEDIAN,18.4,21.0,31.8,44.8,56.7,66.9,72.2,69.8,61.0,49.7,35.3,23.0,45.8,,45.3,69.6,48.4,20.8
STD,5.7,5.2,5.0,3.3,3.6,3.4,2.4,2.3,2.9,3.6,3.5,4.7,1.7,,2.5,1.9,2.1,3.2
MAX,29.5,30.3,44.1,51.2,64.2,74.6,77.6,76.0,67.7,58.4,42.9,31.9,50.1,,49.9,73.0,54.8,28.0
MIN,6.0,4.7,24.7,38.8,50.7,61.6,67.4,64.7,55.7,38.6,28.9,13.9,42.7,,40.7,65.8,45.3,11.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1911,1940,,,,,,,,,,,,,,,,
AVE,16.9,20.4,31.6,45.0,57.2,66.8,72.2,69.0,61.7,49.3,34.8,22.6,45.6,,44.6,69.3,48.6,19.9
MEDIAN,17.0,21.3,32.0,44.8,57.2,66.7,72.3,69.4,61.4,49.5,35.7,22.8,45.6,,44.6,69.6,48.4,20.6
STD,7.1,6.2,4.3,3.1,3.7,3.6,2.7,2.4,2.9,3.8,3.4,5.5,1.8,,2.2,2.1,2.2,4.1
MAX,29.5,30.3,39.7,54.1,64.2,74.6,77.6,74.2,67.7,55.8,42.9,31.9,50.1,,49.9,73.0,54.8,28.0
MIN,-0.2,4.7,22.4,40.3,50.7,61.3,66.9,62.7,55.2,38.6,28.3,11.8,41.5,,41.0,63.8,44.9,11.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,1930,,,,,,,,,,,,,,,,
AVE,16.0,19.0,32.5,45.3,56.6,65.8,71.3,68.3,61.2,49.0,34.9,21.5,45.1,,44.8,68.5,48.3,19.1
