,,,,,,,Wisconsin State Climatology Office,,,,,,,,,,,
1984,12.6,28.4,24.6,45.4,52.8,66.8,68.2,69.8,56.9,50.0,33.2,21.7,44.2,,40.9,68.3,46.7,16.3
1985,11.3,15.9,35.0,49.5,60.0,62.3,69.0,65.1,59.0,47.0,27.7,8.5,42.5,,48.2,65.5,44.6,13.6
1986,15.4,17.0,33.3,49.0,58.2,65.1,71.0,63.7,58.8,47.5,28.5,22.8,44.2,,46.8,66.6,44.9,23.5
1987,20.3,27.4,35.6,49.3,59.3,68.6,72.7,66.9,60.0,41.5,36.7,26.2,47.0,,48.1,69.4,46.1,17.1
1988,10.9,14.2,31.4,45.0,60.2,69.2,73.0,72.1,60.4,41.6,35.0,19.8,44.4,,45.5,71.4,45.7,18.2
1989,22.7,12.2,26.0,42.3,54.7,63.7,70.8,67.5,57.5,48.6,29.4,9.7,42.1,,41.0,67.3,45.2,19.1
1990,25.7,21.9,34.5,46.9,52.5,65.6,69.0,67.3,61.6,45.6,38.1,18.0,45.6,,44.6,67.3,48.4,17.4
1991,11.3,22.8,33.0,47.7,60.7,69.2,69.1,68.2,56.8,46.6,27.5,21.9,44.6,,47.1,68.8,43.6,23.3
1992,21.4,26.5,30.8,41.3,57.0,62.4,64.3,63.6,56.9,45.9,30.8,21.0,43.5,,43.0,63.4,44.5,18.1
1993,16.0,17.2,29.2,40.3,56.1,62.4,68.6,68.7,53.2,45.6,31.4,22.7,42.6,,41.9,66.6,43.4,13.5
1994,5.1,12.8,32.6,44.7,56.5,67.9,67.7,64.7,62.1,50.1,37.5,26.6,44.0,,44.6,66.8,49.9,21.3
1995,17.8,19.4,33.6,39.4,55.0,69.5,71.4,72.8,57.0,48.2,25.3,16.8,43.9,,42.7,71.2,43.5,15.2
1996,11.7,17.1,24.3,40.3,52.3,65.5,66.6,67.7,59.5,47.5,26.3,19.0,41.5,,39.0,66.6,44.4,17.9
1997,12.7,21.9,30.3,42.6,50.2,66.8,68.5,64.1,60.0,48.2,30.9,26.8,43.6,,41.0,66.5,46.4,26.4
1998,20.8,31.5,32.4,47.6,61.9,64.4,70.2,69.0,63.8,49.5,38.4,26.6,48.0,,47.3,67.9,50.6,22.5
1999,12.9,27.9,33.3,47.8,58.8,66.1,73.0,66.3,58.2,46.2,40.6,23.4,46.2,,46.6,68.5,48.3,22.2
2000,16.3,26.8,39.5,44.0,58.0,63.8,68.1,68.4,58.9,51.0,32.8,9.1,44.7,,47.2,66.8,47.6,15.4
2001,20.3,16.8,29.1,48.6,57.7,65.0,71.1,70.6,57.6,46.7,44.0,28.2,46.3,,45.1,68.9,49.4,27.1
2002,25.2,27.9,26.6,44.6,52.3,67.2,73.2,68.0,62.5,43.0,32.5,25.0,45.7,,41.2,69.5,46.0,18.0
2003,14.4,14.5,30.6,43.7,54.7,64.0,69.1,71.0,60.0,47.4,34.0,25.6,44.1,,43.0,68.0,47.1,19.7
2004,11.6,21.8,35.0,45.8,54.0,62.9,67.7,63.1,63.7,48.7,37.6,21.4,44.4,,44.9,64.6,50.0,20.9
2005,15.1,26.1,28.4,48.6,53.6,70.7,71.6,69.1,64.1,50.2,35.1,18.4,45.9,,43.5,70.5,49.8,22.3
2006,28.8,19.7,33.1,50.0,57.4,65.7,73.5,68.8,57.1,43.4,37.5,28.1,46.9,,46.8,69.3,46.0,21.1
2007,22.0,13.3,35.7,44.1,60.3,67.7,70.3,69.2,61.7,53.6,33.3,17.9,45.8,,46.7,69.1,49.5,15.7
2008,15.4,13.7,26.3,44.6,53.2,65.6,69.8,67.1,61.3,47.5,34.3,13.2,42.7,,41.4,67.5,47.7,14.1
2009,7.2,21.8,30.8,43.6,56.7,64.8,64.4,65.8,61.6,42.8,40.9,19.7,43.3,,43.7,65.0,48.4,19.2
2010,16.1,21.9,38.1,50.9,58.8,66.4,72.2,71.6,57.9,50.1,35.9,17.7,46.5,,49.3,70.1,48.0,16.8
2011,13.3,19.4,28.6,42.2,55.1,65.3,74.0,69.3,57.5,50.1,37.5,26.7,44.9,,42.0,69.5,48.4,25.4
2012,21.8,27.6,47.3,45.9,60.8,68.3,76.5,68.4,58.6,45.9,35.4,26.4,48.6,,51.3,71.1,46.6,20.7
2013,17.8,17.9,24.9,39.0,57.2,65.3,70.0,68.5,61.8,47.2,31.7,13.5,42.9,,40.4,67.9,46.9,9.9
2014,7.5,8.7,23.1,41.6,56.6,68.5,66.5,68.5,59.3,46.4,26.7,25.2,41.6,,40.4,67.8,44.1,24.7
2015,16.6,8.8,32.2,46.3,58.5,65.0,69.1,67.4,65.8,49.4,40.8,33.4,46.1,,45.7,67.2,52.0,27.4
2016,17.0,23.8,38.2,44.1,57.2,67.0,71.0,70.6,63.6,51.5,42.8,21.0,47.3,,46.5,69.5,52.6,23.3
2017,20.1,28.7,31.0,48.2,54.5,66.6,69.9,65.4,63.0,50.8,32.8,18.7,45.8,,44.6,67.3,48.9,18.0
2018,16.8,18.4,31.4,34.4,63.3,67.6,--,--,--,--,--,--,--,,43.0,--,--,--
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Multi-year  Statistics,,,,,,,,,,,,,,,,,,
Interval/yrs,1895,2018,,,,,,,,,,,,,,,,
AVE,14.0,17.4,29.4,44.0,56.0,65.4,70.0,67.4,59.2,47.6,32.8,19.5,43.6,,43.1,67.6,46.5,17.1
MEDIAN,14.6,17.1,29.3,44.1,56.0,65.5,69.8,67.6,59.0,47.4,33.0,19.2,43.4,,43.1,67.7,46.4,17.1
STD,5.85,5.71,5.02,3.58,3.45,2.76,2.48,2.47,2.71,3.50,4.06,5.23,1.69,,2.58,1.82,2.18,4.04
MAX,28.8,31.5,47.3,52.9,63.9,73.6,76.7,74.4,65.8,57.1,44.0,33.4,48.6,,51.3,72.1,52.6,27.4
MIN,-4.8,1.4,18.8,34.4,48.1,57.8,64.3,62.2,53.0,36.9,23.4,8.5,39.1,,38.0,62.6,41.5,7.5
Count,124,124,124,124,124,124,123,123,123,123,123,123,123,,124,123,123,123
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,2000,,,,,,,,,,,,,,,,
AVE,13.4,17.3,29.3,43.8,55.7,65.2,69.9,67.2,58.8,47.5,32.4,19.0,43.3,,42.9,67.4,46.3,16.6
MEDIAN,13.9,16.9,29.3,44.0,55.6,65.1,69.6,67.3,58.8,47.3,32.7,19.0,43.3,,42.9,67.5,46.2,16.8
STD,5.84,5.53,4.76,3.53,3.52,2.91,2.44,2.45,2.52,3.45,3.76,5.13,1.54,,2.49,1.84,2.03,3.76
MAX,25.7,31.5,41.6,52.9,63.9,73.6,76.7,74.4,65.4,57.1,40.6,29.4,48.0,,50.4,72.1,52.3,26.4
MIN,-4.8,1.4,19.5,35.9,48.1,57.8,64.3,62.2,53.0,36.9,23.4,8.5,39.1,,38.0,62.6,41.5,7.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,2000,,,,,,,,,,,,,,,,
AVE,13.3,18.7,29.5,44.1,56.0,65.2,69.6,67.2,58.4,47.4,32.6,19.4,43.4,,43.2,67.3,46.1,17.2
MEDIAN,13.6,17.2,29.8,44.7,56.0,65.5,69.1,67.2,58.8,47.2,32.9,19.5,43.3,,42.8,67.3,45.9,17.3
STD,5.45,5.39,4.52,3.21,3.52,2.51,2.19,2.32,2.16,3.29,3.87,5.11,1.43,,2.52,1.61,2.08,3.67
MAX,25.7,31.5,39.5,50.3,63.9,69.5,74.9,72.8,63.8,56.7,40.6,27.5,48.0,,50.4,71.4,51.0,26.4
MIN,1.3,8.9,19.5,37.4,50.1,57.8,64.3,63.0,53.2,40.9,23.4,8.5,40.5,,39.0,63.4,41.5,9.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1981,2010,,,,,,,,,,,,,,,,
AVE,16.1,20.8,31.6,45.2,56.3,65.7,69.9,67.8,59.4,47.1,34.0,20.3,44.5,,44.3,67.8,46.8,19.0
MEDIAN,15.7,21.8,32.4,44.9,56.6,65.6,70.0,67.9,59.3,47.5,34.2,21.2,44.3,,44.6,67.7,46.5,18.2
STD,5.8,5.4,3.7,3.3,3.2,2.5,2.4,2.6,2.5,2.8,4.4,5.8,1.6,,2.7,2.0,2.1,3.7
MAX,28.8,31.5,39.5,50.9,61.9,70.7,73.5,72.8,64.1,53.6,44.0,28.2,48.0,,49.3,71.4,50.6,27.1
MIN,4.8,12.2,24.3,39.4,50.2,59.4,64.3,63.1,53.2,41.5,25.3,8.5,41.5,,39.0,63.4,43.4,13.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1971,2000,,,,,,,,,,,,,,,,
AVE,13.7,19.6,30.8,44.2,56.4,65.3,69.7,67.2,58.6,47.0,32.7,19.4,43.7,,43.8,67.4,46.1,17.7
MEDIAN,13.7,18.3,31.3,44.4,56.8,65.4,69.7,67.3,58.8,47.1,32.6,20.3,43.7,,43.1,67.1,45.8,18.0
STD,5.9,5.8,4.3,3.5,3.6,2.5,2.2,2.4,2.4,3.0,3.9,5.6,1.6,,2.9,1.7,2.0,4.0
MAX,25.7,31.5,39.5,50.3,63.9,69.5,73.5,72.8,63.8,54.3,40.6,26.8,48.0,,50.4,71.4,50.6,26.4
MIN,1.3,8.9,23.7,37.4,50.2,59.4,64.3,63.6,53.2,41.5,25.1,8.5,41.0,,39.0,63.4,41.5,9.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1961,1990,,,,,,,,,,,,,,,,
AVE,12.7,17.6,29.8,44.2,56.0,65.0,69.9,66.9,58.3,47.3,33.1,18.5,43.3,,43.3,67.3,46.2,16.2
MEDIAN,12.1,16.4,29.3,45.1,55.5,65.4,70.4,67.1,58.5,47.2,33.1,18.9,43.0,,42.8,67.3,45.9,16.7
STD,6.0,5.1,4.5,3.3,3.7,2.5,2.0,2.1,2.0,3.5,2.9,5.1,1.3,,2.5,1.5,1.7,3.3
MAX,25.7,28.4,38.6,50.3,63.9,69.2,73.5,72.1,62.5,56.7,38.1,26.8,47.0,,50.4,71.4,51.0,24.2
MIN,1.3,8.9,22.3,37.4,50.1,57.8,65.8,63.0,54.0,41.5,25.1,8.5,41.0,,40.2,65.0,41.5,9.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,1980,,,,,,,,,,,,,,,,
AVE,12.0,17.0,28.1,43.8,55.8,65.0,69.5,67.0,58.2,47.7,32.5,19.2,43.0,,42.6,67.2,46.1,16.2
MEDIAN,12.4,16.4,27.3,44.3,55.0,65.4,69.3,67.1,58.6,47.0,33.0,18.9,43.0,,42.0,67.4,46.1,16.9
STD,5.1,4.5,4.4,3.1,3.5,2.4,2.1,2.1,2.0,3.7,3.5,4.3,1.1,,2.1,1.3,2.1,3.2
MAX,20.7,28.1,38.6,50.3,63.9,69.1,74.9,72.0,62.5,56.7,38.0,27.5,45.2,,50.4,70.4,51.0,21.9
MIN,1.3,8.9,19.5,37.4,50.1,57.8,65.8,63.0,54.0,40.9,23.4,9.4,40.5,,39.3,64.5,41.5,9.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1941,1970,,,,,,,,,,,,,,,,
AVE,13.5,17.1,28.0,44.1,55.4,65.1,69.3,67.5,58.2,48.5,32.3,19.1,43.2,,42.5,67.3,46.3,16.5
MEDIAN,14.2,16.4,27.2,44.5,54.4,65.5,69.0,67.6,58.3,47.8,33.0,19.0,43.1,,42.4,67.7,46.3,16.7
STD,4.7,3.8,4.8,3.4,3.3,2.6,2.1,2.6,2.0,3.5,3.7,4.3,1.2,,2.1,1.6,2.0,2.9
MAX,24.0,28.1,39.4,50.2,60.8,69.0,74.9,74.4,63.1,57.1,37.5,27.5,45.4,,46.6,70.4,51.0,21.9
MIN,3.6,10.7,19.5,36.0,49.8,57.8,65.8,62.4,54.6,40.9,23.4,11.1,40.4,,38.0,64.3,41.8,10.7
,,,,,,,,,,,,,,,,,,
Interval/yrs,1931,1960,,,,,,,,,,,,,,,,
AVE,14.9,17.1,27.6,43.6,55.8,65.7,70.5,68.2,59.2,48.1,31.9,19.6,43.5,,42.3,68.1,46.4,17.1
MEDIAN,14.9,16.6,27.1,43.1,55.0,65.3,71.0,68.3,59.0,47.4,32.0,19.3,43.3,,42.6,68.4,46.4,17.4
STD,5.2,4.8,4.6,3.5,3.4,3.0,2.4,2.6,2.6,3.5,4.0,4.5,1.5,,2.2,1.7,2.2,3.2
MAX,24.6,28.1,39.4,50.2,63.2,73.6,75.3,74.4,65.4,57.1,39.8,28.8,48.0,,46.6,70.7,52.3,23.4
MIN,7.0,1.4,19.5,36.0,49.8,60.3,65.8,62.4,54.6,40.9,23.4,11.4,40.4,,38.0,64.3,41.8,8.7
,,,,,,,,,,,,,,,,,,
Interval/yrs,1921,1950,,,,,,,,,,,,,,,,
AVE,14.2,17.0,28.6,43.3,55.7,65.6,70.6,67.8,59.5,48.0,32.1,18.9,43.4,,42.6,68.0,46.5,16.5
MEDIAN,14.1,17.1,28.4,42.2,55.4,65.1,71.0,67.9,59.5,47.6,32.0,18.7,43.3,,43.2,68.4,46.4,16.4
STD,5.9,5.1,4.9,3.7,3.7,3.4,2.6,2.6,2.9,3.6,3.7,4.8,1.7,,2.5,2.0,2.1,3.1
MAX,24.6,28.1,39.4,49.9,63.2,73.6,76.7,74.4,65.4,57.1,39.8,29.4,48.0,,47.7,72.1,52.3,23.6
MIN,1.8,1.4,21.5,36.0,48.7,60.3,65.8,62.2,54.2,37.2,26.7,10.4,40.2,,38.0,63.9,42.5,8.7
,,,,,,,,,,,,,,,,,,
Interval/yrs,1911,1940,,,,,,,,,,,,,,,,
AVE,12.8,16.3,28.4,43.2,55.8,65.4,70.8,67.2,59.6,47.2,32.2,19.1,43.2,,42.5,67.8,46.3,16.1
MEDIAN,13.3,16.6,28.9,42.3,55.7,65.1,71.1,67.2,59.5,47.1,32.3,19.1,43.2,,42.9,68.1,46.4,16.2
STD,7.1,6.2,4.1,3.4,3.6,3.7,2.8,2.4,2.8,3.9,3.7,5.7,1.8,,2.1,2.1,2.2,4.0
MAX,24.6,28.1,35.7,52.9,63.2,73.6,76.7,73.3,65.4,54.0,39.8,29.4,48.0,,47.7,72.1,52.3,23.6
MIN,-4.8,1.4,20.9,37.8,48.7,60.0,65.6,62.2,53.0,36.9,25.1,8.5,39.1,,38.9,62.6,42.5,8.7
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,1930,,,,,,,,,,,,,,,,
AVE,12.0,15.3,29.5,43.6,55.1,64.6,69.7,66.5,59.1,47.0,32.5,18.2,42.8,,42.7,67.0,46.2,15.4
