,,,,,,,Wisconsin State Climatology Office,,,,,,,,,,,
1922,18.3,21.5,34.8,45.1,61.6,68.2,69.4,69.7,64.0,52.3,39.4,22.7,47.3,,47.2,69.1,51.9,20.1
1923,22.0,15.5,26.0,43.2,54.4,69.5,71.9,67.1,60.6,47.6,37.9,32.8,45.7,,41.2,69.5,48.7,22.2
1924,11.4,22.4,29.5,44.1,50.2,62.4,67.8,66.9,56.0,54.1,35.6,15.8,43.0,,41.3,65.7,48.6,19.6
1925,18.0,25.0,34.7,49.8,52.9,68.1,70.1,69.4,65.6,39.5,32.8,18.2,45.3,,45.8,69.2,46.0,21.0
1926,20.0,24.8,25.4,40.1,56.6,61.5,70.2,69.1,59.9,47.0,30.1,19.5,43.7,,40.7,66.9,45.7,21.8
1927,17.9,28.1,37.4,44.4,53.5,63.2,69.9,64.8,64.8,52.9,37.3,21.0,46.3,,45.1,66.0,51.7,22.1
1928,20.8,24.6,32.6,40.8,57.9,61.2,71.3,69.6,57.7,51.2,37.0,27.2,46.0,,43.8,67.4,48.6,16.5
1929,8.4,14.0,36.9,47.0,53.0,62.9,71.6,67.5,60.8,48.4,31.0,23.5,43.8,,45.6,67.3,46.7,22.1
1930,12.9,29.8,32.0,46.0,57.2,66.8,72.5,71.4,63.2,47.5,37.4,24.2,46.7,,45.1,70.2,49.4,26.8
1931,25.6,30.6,31.6,46.3,53.6,70.0,75.1,70.3,67.4,54.0,43.5,32.4,50.0,,43.8,71.8,55.0,29.2
1932,27.5,27.8,24.9,43.6,57.5,69.1,73.0,71.0,60.3,48.0,31.9,22.7,46.4,,42.0,71.0,46.7,24.3
1933,30.3,19.8,31.4,43.6,57.0,73.7,72.8,67.8,66.0,47.5,32.7,24.3,47.2,,44.0,71.4,48.7,23.1
1934,26.8,18.3,29.0,44.5,62.9,71.7,74.2,68.8,59.8,52.1,40.2,20.6,47.4,,45.5,71.6,50.7,20.4
1935,17.4,23.3,35.8,42.5,50.6,61.8,75.3,70.3,61.5,49.7,34.1,20.9,45.3,,43.0,69.1,48.4,13.3
1936,11.9,7.1,34.8,40.0,61.8,64.2,76.1,72.9,64.0,47.5,32.6,27.3,45.0,,45.5,71.1,48.0,22.6
1937,19.7,20.7,29.1,42.9,56.8,64.2,72.4,74.0,61.8,46.4,32.4,20.6,45.1,,42.9,70.2,46.9,22.2
1938,18.2,27.8,39.7,46.2,56.2,65.0,71.2,71.8,60.6,53.6,37.6,24.4,47.7,,47.4,69.3,50.6,23.1
1939,25.5,19.3,32.6,41.9,59.8,68.2,73.0,70.2,65.4,51.0,37.4,30.8,47.9,,44.8,70.5,51.3,21.7
1940,10.8,23.4,26.5,42.3,53.1,66.1,72.1,68.3,60.9,52.4,32.9,26.1,44.6,,40.6,68.8,48.7,22.8
1941,22.4,19.8,27.8,50.4,60.2,67.2,72.3,70.6,63.9,51.6,38.3,30.6,47.9,,46.1,70.0,51.3,23.1
1942,18.3,20.5,35.7,50.4,55.7,66.1,71.5,68.9,58.7,49.6,36.3,18.2,45.8,,47.3,68.8,48.2,18.7
1943,16.3,21.5,27.8,43.4,54.1,69.1,72.4,71.0,57.3,49.0,31.6,23.9,44.8,,41.8,70.8,46.0,24.6
1944,26.2,23.7,28.4,41.2,60.8,69.2,70.8,71.1,62.8,50.0,39.5,18.2,46.8,,43.5,70.4,50.8,18.5
1945,14.9,22.3,44.6,46.4,51.4,61.4,68.4,69.0,60.3,47.3,35.6,18.0,45.0,,47.5,66.3,47.7,20.9
1946,21.9,22.9,41.7,48.3,54.1,65.0,71.4,67.2,61.4,54.5,37.6,27.0,47.8,,48.0,67.9,51.2,22.3
1947,23.6,16.2,28.7,43.6,51.2,62.6,69.3,76.0,63.6,58.6,29.8,24.6,45.7,,41.2,69.3,50.7,19.5
1948,13.4,20.6,31.3,49.4,52.9,64.8,72.1,70.7,65.0,48.4,39.1,25.1,46.1,,44.5,69.2,50.8,23.0
1949,22.3,21.6,32.4,44.7,57.6,69.7,74.0,70.8,56.9,53.0,36.1,26.0,47.1,,44.9,71.5,48.7,23.4
1950,22.8,21.4,27.3,38.7,55.2,65.6,67.8,64.6,59.3,54.2,30.8,15.2,43.6,,40.4,66.0,48.1,17.2
1951,15.6,20.9,29.4,42.8,58.8,62.3,69.3,65.4,58.2,50.3,27.7,21.0,43.5,,43.7,65.7,45.4,22.8
1952,20.6,26.8,29.0,47.8,55.6,68.5,73.2,68.1,61.5,44.7,38.0,27.3,46.8,,44.1,69.9,48.1,25.4
1953,23.4,25.6,33.8,41.9,56.7,68.5,72.3,71.0,62.0,54.7,39.8,26.8,48.0,,44.1,70.6,52.2,26.1
1954,20.2,31.4,30.5,48.0,51.8,69.3,71.0,67.6,62.7,50.2,37.6,25.3,47.1,,43.4,69.3,50.2,22.1
1955,19.1,21.9,31.1,51.4,58.8,64.5,76.2,74.4,62.5,51.6,31.1,19.7,46.9,,47.1,71.7,48.4,21.5
1956,22.0,22.7,29.7,43.2,55.0,69.1,68.5,69.1,59.1,55.2,35.8,26.7,46.3,,42.6,68.9,50.0,22.2
1957,13.1,26.8,32.5,45.9,54.1,66.2,71.5,69.0,59.2,47.6,35.2,28.4,45.8,,44.2,68.9,47.3,21.2
1958,20.0,15.2,32.7,46.1,57.4,61.1,69.1,70.3,61.6,52.9,37.4,17.2,45.1,,45.4,66.8,50.6,15.5
1959,11.8,17.6,30.0,45.3,61.2,68.0,69.9,73.7,63.8,46.7,27.7,30.8,45.5,,45.5,70.5,46.1,25.0
1960,22.5,21.7,21.0,48.2,53.9,63.8,69.0,70.0,64.1,49.8,38.2,21.2,45.3,,41.0,67.6,50.7,23.0
1961,18.3,29.4,35.0,41.2,53.3,66.6,70.6,70.0,63.7,51.3,36.0,21.2,46.4,,43.2,69.1,50.3,17.9
1962,13.0,19.6,30.2,45.2,61.2,66.0,67.5,69.7,58.3,52.6,36.9,20.8,45.1,,45.5,67.7,49.3,14.6
1963,7.9,15.0,34.6,47.4,54.4,67.9,71.9,67.4,60.9,59.0,40.8,13.6,45.1,,45.5,69.1,53.6,21.1
1964,25.1,24.6,31.5,46.0,61.7,67.4,72.5,67.2,60.7,47.8,39.6,21.2,47.1,,46.4,69.0,49.4,19.5
1965,17.6,19.6,24.8,42.6,60.2,64.8,69.5,67.2,60.4,50.3,37.5,31.1,45.5,,42.5,67.2,49.4,21.8
1966,12.5,21.8,35.5,42.5,51.5,67.8,73.8,67.6,60.2,49.3,37.4,23.2,45.3,,43.2,69.7,49.0,20.8
1967,22.6,16.5,33.0,45.5,51.4,67.4,68.4,64.5,59.7,49.0,33.1,26.4,44.8,,43.3,66.8,47.3,21.8
1968,20.0,19.0,39.2,47.3,53.6,66.5,69.9,70.0,61.9,51.3,36.3,23.5,46.5,,46.7,68.8,49.8,21.4
1969,16.1,24.5,29.3,46.3,56.6,60.6,70.0,71.4,61.6,47.5,34.0,23.8,45.1,,44.1,67.3,47.7,18.7
1970,11.5,20.8,30.0,46.3,57.8,66.7,72.5,70.3,61.4,51.7,35.5,23.7,45.7,,44.7,69.8,49.5,18.8
1971,12.2,20.5,28.9,44.3,53.9,69.6,68.7,67.6,64.9,57.0,36.6,28.4,46.1,,42.4,68.6,52.8,20.7
1972,15.1,18.7,28.2,41.0,58.2,63.0,69.4,68.9,60.8,46.6,35.0,20.4,43.8,,42.5,67.1,47.5,23.2
1973,24.4,24.7,40.1,43.9,53.1,69.0,72.4,71.7,62.0,54.9,36.9,23.5,48.1,,45.7,71.0,51.3,21.4
1974,19.8,20.8,33.1,47.2,52.8,63.4,72.3,67.4,57.5,49.4,37.8,27.3,45.7,,44.4,67.7,48.2,23.9
1975,22.3,22.0,27.9,39.3,60.1,66.8,71.6,70.2,57.3,52.7,42.2,25.7,46.5,,42.4,69.5,50.7,23.3
1976,15.6,28.5,36.8,47.8,53.3,68.3,72.4,68.3,59.6,44.8,28.6,14.0,44.8,,46.0,69.7,44.3,13.6
1977,5.0,21.8,39.3,50.8,63.9,64.3,73.5,66.2,61.3,48.3,36.0,20.5,45.9,,51.3,68.0,48.5,15.7
1978,12.6,14.0,28.8,43.7,56.7,66.2,69.0,69.4,65.2,48.8,36.2,20.9,44.3,,43.1,68.2,50.1,13.8
1979,7.6,12.8,31.6,41.7,55.7,65.6,70.0,67.0,62.3,48.3,35.5,29.0,43.9,,43.0,67.5,48.7,22.3
1980,18.9,18.9,29.2,45.5,58.5,64.1,72.5,70.6,61.3,45.5,37.1,23.5,45.5,,44.4,69.1,48.0,22.5
1981,18.9,25.1,35.7,48.7,54.0,67.4,69.8,69.1,59.4,46.7,38.0,23.7,46.4,,46.1,68.8,48.0,17.3
1982,9.1,19.1,30.7,41.2,60.6,61.0,71.4,66.8,59.7,51.5,36.2,31.5,44.9,,44.2,66.4,49.1,27.9
1983,24.1,28.2,34.6,41.7,51.6,66.9,75.5,73.3,61.6,51.0,38.6,12.5,46.6,,42.6,71.9,50.4,19.8
1984,15.9,31.0,27.3,44.5,53.8,68.0,69.8,71.5,59.7,51.6,36.5,27.4,46.4,,41.9,69.8,49.3,19.7
1985,13.0,18.8,37.3,50.8,60.1,64.2,71.3,67.2,62.9,49.8,34.1,13.8,45.3,,49.4,67.6,48.9,18.0
1986,19.2,21.0,36.5,49.1,57.6,65.0,72.3,65.8,62.2,50.1,33.1,26.8,46.6,,47.7,67.7,48.5,26.7
1987,23.0,30.4,37.0,48.4,60.3,71.1,73.8,68.7,61.6,44.4,40.2,29.0,49.0,,48.6,71.2,48.7,21.1
1988,15.5,18.9,34.5,45.9,59.8,70.6,74.6,74.4,62.6,44.2,38.9,24.7,47.1,,46.7,73.2,48.6,22.9
1989,28.3,15.8,30.9,43.8,55.7,65.3,71.2,68.5,59.3,50.6,33.4,13.9,44.7,,43.5,68.3,47.8,23.2
1990,29.2,26.6,37.4,47.8,52.7,66.5,69.7,69.0,63.4,48.6,41.3,24.1,48.0,,46.0,68.4,51.1,22.6
1991,16.3,27.4,36.5,48.9,62.3,69.6,72.1,70.6,60.5,49.4,31.9,26.5,47.7,,49.2,70.8,47.3,27.0
1992,25.0,29.4,34.0,42.1,56.2,62.9,66.4,64.6,59.3,47.6,34.8,25.4,45.6,,44.1,64.6,47.2,23.1
1993,22.2,21.6,30.8,42.2,57.0,63.7,70.7,70.8,56.2,47.6,35.6,26.1,45.4,,43.3,68.4,46.5,17.7
1994,10.7,16.4,33.8,47.2,55.8,68.1,69.9,66.1,63.6,51.8,40.1,30.3,46.2,,45.6,68.0,51.8,24.2
1995,20.3,22.1,35.7,41.8,55.5,69.6,73.2,75.2,59.2,50.8,28.6,21.4,46.1,,44.3,72.7,46.2,20.3
1996,18.1,21.5,28.2,41.7,52.0,65.6,67.7,69.6,61.2,49.8,29.5,24.1,44.1,,40.6,67.6,46.8,22.1
1997,16.4,25.7,34.2,43.0,50.8,66.2,69.6,65.8,61.2,50.4,34.0,29.0,45.5,,42.7,67.2,48.5,30.0
1998,26.0,34.9,35.6,47.0,61.5,66.4,71.4,71.3,65.7,52.1,41.5,31.0,50.4,,48.0,69.7,53.1,26.7
1999,17.5,31.6,34.1,47.7,59.1,67.5,75.5,67.7,61.0,49.6,43.3,27.2,48.5,,47.0,70.2,51.3,26.5
2000,21.8,30.4,41.6,45.1,58.7,65.9,68.7,69.6,61.8,53.8,35.8,13.8,47.3,,48.5,68.1,50.5,19.4
2001,22.1,22.2,31.9,49.6,58.2,65.5,72.3,71.8,60.0,49.7,46.4,31.6,48.4,,46.6,69.9,52.0,30.2
2002,28.5,30.4,30.9,46.3,52.4,68.2,74.6,70.4,64.7,47.0,35.7,27.8,48.1,,43.2,71.1,49.1,22.0
2003,18.1,20.2,33.3,44.6,54.3,63.8,69.9,71.8,61.5,49.3,38.6,29.5,46.2,,44.1,68.5,49.8,23.6
2004,16.3,25.0,38.7,47.3,55.9,64.0,68.6,65.0,64.8,51.3,40.9,25.5,46.9,,47.3,65.9,52.3,25.2
2005,20.7,29.3,31.2,48.8,54.2,71.6,71.7,71.4,66.9,52.0,38.9,20.8,48.1,,44.7,71.6,52.6,25.7
2006,32.3,23.9,34.5,50.2,57.2,65.7,73.4,70.4,59.8,46.0,40.6,30.4,48.7,,47.3,69.8,48.8,23.7
2007,25.4,15.4,38.4,44.1,60.2,68.1,70.4,71.1,63.8,56.3,36.6,22.9,47.7,,47.6,69.9,52.2,20.6
2008,20.4,18.6,30.4,47.0,53.2,67.1,70.5,68.8,63.4,49.4,36.9,18.7,45.4,,43.5,68.8,49.9,18.7
2009,12.4,25.1,34.4,44.7,57.1,65.3,66.1,67.2,62.4,46.3,42.9,23.9,45.7,,45.4,66.2,50.5,22.8
2010,19.8,24.6,38.3,51.1,59.4,68.2,74.1,72.9,61.2,52.7,39.4,20.9,48.6,,49.6,71.7,51.1,20.6
2011,18.1,22.8,32.5,44.0,54.9,65.8,75.2,70.4,60.2,51.7,40.6,31.2,47.3,,43.8,70.5,50.8,29.0
2012,25.6,30.2,48.6,46.0,61.2,69.5,78.1,69.8,60.9,48.2,37.4,31.8,50.6,,51.9,72.5,48.8,25.1
2013,22.4,21.1,28.1,42.9,57.8,65.6,70.2,69.1,62.5,49.8,34.8,18.7,45.3,,42.9,68.3,49.0,14.2
2014,10.9,13.0,26.0,43.9,56.9,66.9,67.0,69.2,60.6,49.3,30.1,29.5,43.6,,42.3,67.7,46.7,29.3
2015,19.6,12.1,32.4,46.5,57.8,64.4,68.8,68.2,66.7,52.1,42.6,36.6,47.3,,45.6,67.1,53.8,31.7
2016,21.1,27.6,39.2,44.2,57.1,68.0,72.5,72.5,66.3,53.9,44.5,23.2,49.2,,46.8,71.0,54.9,27.2
2017,25.4,33.1,34.3,49.6,54.3,67.9,70.4,66.8,64.6,54.3,36.0,23.2,48.3,,46.1,68.4,51.6,22.5
2018,20.8,23.5,33.2,36.7,62.1,66.6,--,--,--,--,--,--,--,,44.0,--,--,--
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Multi-year  Statistics,,,,,,,,,,,,,,,,,,
Interval/yrs,1895,2018,,,,,,,,,,,,,,,,
AVE,18.9,21.8,32.7,45.2,56.4,66.3,71.3,69.3,61.6,50.1,36.2,23.9,46.1,,44.8,68.9,49.3,21.7
MEDIAN,19.7,21.6,32.5,45.2,56.5,66.2,71.2,69.4,61.4,50.0,36.3,23.9,46.0,,44.4,69.1,49.2,22.1
STD,5.60,5.44,4.60,3.15,3.27,2.70,2.41,2.45,2.54,3.31,3.73,4.97,1.56,,2.30,1.83,2.05,3.81
MAX,32.3,34.9,48.6,53.1,64.0,73.7,78.1,76.0,67.4,59.0,46.4,36.6,50.6,,51.9,73.2,55.0,31.7
MIN,2.0,7.1,21.0,36.7,50.1,60.6,66.1,62.9,55.6,39.5,27.7,12.5,42.0,,40.4,63.4,44.3,12.4
Count,124,124,124,124,124,124,123,123,123,123,123,123,123,,124,123,123,123
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,2000,,,,,,,,,,,,,,,,
AVE,18.4,21.7,32.6,44.9,56.2,66.1,71.3,69.1,61.4,50.1,35.8,23.5,45.9,,44.6,68.9,49.1,21.3
MEDIAN,19.2,21.5,32.5,45.1,56.0,66.2,71.3,69.2,61.3,50.0,36.2,23.9,45.8,,44.3,69.0,48.9,21.8
STD,5.67,5.29,4.44,3.12,3.34,2.85,2.34,2.49,2.46,3.25,3.50,4.92,1.47,,2.27,1.86,1.92,3.60
MAX,30.3,34.9,44.6,53.1,63.9,73.7,77.8,76.0,67.4,59.0,43.5,32.8,50.4,,51.3,73.2,55.0,30.0
MIN,2.0,7.1,21.0,37.9,50.1,60.6,66.4,62.9,55.6,39.5,27.7,12.5,42.0,,40.4,63.4,44.3,12.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,2000,,,,,,,,,,,,,,,,
AVE,17.9,22.8,32.7,45.3,56.5,66.3,71.1,69.1,61.2,50.0,36.1,23.8,46.1,,44.8,68.8,49.1,21.6
MEDIAN,18.6,21.8,32.9,45.5,56.4,66.5,71.1,69.1,61.3,50.0,36.3,24.1,45.9,,44.3,68.8,49.0,21.8
STD,5.42,5.14,4.02,2.90,3.35,2.46,2.15,2.47,2.01,3.09,3.60,4.99,1.36,,2.27,1.71,1.94,3.56
MAX,29.2,34.9,41.6,51.4,63.9,71.1,76.2,75.2,65.7,59.0,43.3,31.5,50.4,,51.3,73.2,53.6,30.0
MIN,5.0,12.8,21.0,39.3,50.8,60.6,66.4,64.5,56.2,44.2,27.7,12.5,43.5,,40.6,64.6,44.3,13.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1981,2010,,,,,,,,,,,,,,,,
AVE,20.2,24.4,34.3,46.1,56.6,66.6,71.2,69.5,61.7,49.7,37.4,24.5,46.8,,45.6,69.1,49.6,23.0
MEDIAN,20.1,24.8,34.5,46.7,56.6,66.5,71.3,69.6,61.6,49.8,37.5,25.5,46.6,,45.8,68.8,49.2,22.9
STD,5.5,5.1,3.2,3.0,3.1,2.4,2.4,2.7,2.2,2.6,4.0,5.4,1.5,,2.4,2.0,1.9,3.4
MAX,32.3,34.9,41.6,51.1,62.3,71.6,75.5,75.2,66.9,56.3,46.4,31.6,50.4,,49.6,73.2,53.1,30.2
MIN,9.1,15.4,27.3,41.2,50.8,61.0,66.1,64.6,56.2,44.2,28.6,12.5,44.1,,40.6,64.6,46.2,17.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1971,2000,,,,,,,,,,,,,,,,
AVE,18.1,23.3,33.7,45.1,56.7,66.4,71.2,69.1,61.1,49.6,36.2,23.8,46.2,,45.2,68.9,49.0,21.9
MEDIAN,18.5,21.9,34.2,44.8,56.5,66.3,71.4,69.0,61.3,49.7,36.2,25.1,46.1,,44.4,68.4,48.6,22.4
STD,5.9,5.5,3.8,3.1,3.4,2.4,2.2,2.5,2.2,2.9,3.7,5.4,1.5,,2.6,1.8,2.0,3.9
MAX,29.2,34.9,41.6,50.8,63.9,71.1,75.5,75.2,65.7,57.0,43.3,31.5,50.4,,51.3,73.2,53.1,30.0
MIN,5.0,12.8,27.3,39.3,50.8,61.0,66.4,64.6,56.2,44.2,28.6,12.5,43.8,,40.6,64.6,44.3,13.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1961,1990,,,,,,,,,,,,,,,,
AVE,17.1,21.6,33.0,45.2,56.5,66.3,71.3,68.9,61.1,49.8,36.6,23.0,45.9,,44.9,68.8,49.2,20.5
MEDIAN,16.9,20.8,33.1,45.5,56.2,66.6,71.4,68.8,61.3,49.6,36.6,23.6,45.7,,44.4,68.7,49.1,21.1
STD,6.0,4.7,4.0,2.9,3.5,2.4,1.9,2.2,1.9,3.3,2.7,5.1,1.2,,2.3,1.5,1.7,3.3
MAX,29.2,31.0,40.1,50.8,63.9,71.1,75.5,74.4,65.2,59.0,42.2,31.5,49.0,,51.3,73.2,53.6,27.9
MIN,5.0,12.8,24.8,39.3,51.4,60.6,67.5,64.5,57.3,44.2,28.6,12.5,43.8,,41.9,66.4,44.3,13.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,1980,,,,,,,,,,,,,,,,
AVE,16.9,21.5,31.6,45.2,56.4,66.1,70.9,69.0,61.2,50.3,35.9,23.5,45.7,,44.4,68.7,49.1,20.7
MEDIAN,18.0,21.3,30.8,45.5,56.2,66.6,70.8,69.1,61.4,50.0,36.5,23.5,45.6,,44.1,68.9,49.3,21.4
STD,5.2,4.5,4.1,2.8,3.3,2.4,2.0,2.2,2.0,3.4,3.4,4.3,1.1,,1.9,1.4,2.0,3.3
MAX,25.1,31.4,40.1,51.4,63.9,69.6,76.2,74.4,65.2,59.0,42.2,31.1,48.1,,51.3,71.7,53.6,26.1
MIN,5.0,12.8,21.0,39.3,51.4,60.6,67.5,64.5,57.3,44.7,27.7,13.6,43.5,,41.0,65.7,44.3,13.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1941,1970,,,,,,,,,,,,,,,,
AVE,18.5,21.7,31.6,45.6,55.9,66.1,70.9,69.5,61.1,51.0,35.7,23.3,45.9,,44.4,68.8,49.3,21.1
MEDIAN,19.6,21.6,30.8,46.0,55.4,66.6,70.9,69.9,61.4,50.3,36.3,23.8,45.7,,44.2,69.1,49.4,21.4
STD,4.6,3.8,4.6,3.0,3.2,2.5,2.0,2.6,2.1,3.2,3.4,4.4,1.1,,1.9,1.6,1.8,2.7
MAX,26.2,31.4,44.6,51.4,61.7,69.7,76.2,76.0,65.0,59.0,40.8,31.1,48.0,,48.0,71.7,53.6,26.1
MIN,7.9,15.0,21.0,38.7,51.2,60.6,67.5,64.5,56.9,44.7,27.7,13.6,43.5,,40.4,65.7,45.4,14.6
,,,,,,,,,,,,,,,,,,
Interval/yrs,1931,1960,,,,,,,,,,,,,,,,
AVE,20.1,22.0,31.4,45.0,56.2,66.5,71.8,70.1,61.7,50.7,35.3,24.0,46.2,,44.2,69.5,49.2,22.0
MEDIAN,20.4,21.7,30.8,44.6,56.0,66.2,72.1,70.3,61.6,50.3,36.0,24.5,46.2,,44.1,69.6,48.7,22.4
STD,5.0,4.7,4.7,3.1,3.3,3.1,2.2,2.5,2.5,3.1,3.8,4.4,1.4,,2.1,1.7,2.1,3.1
MAX,30.3,31.4,44.6,51.4,62.9,73.7,76.2,76.0,67.4,58.6,43.5,32.4,50.0,,48.0,71.8,55.0,29.2
MIN,10.8,7.1,21.0,38.7,50.6,61.1,67.8,64.6,56.9,44.7,27.7,15.2,43.5,,40.4,65.7,45.4,13.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1921,1950,,,,,,,,,,,,,,,,
AVE,19.7,22.1,32.3,44.7,56.0,66.3,71.9,69.7,61.8,50.3,35.4,23.6,46.1,,44.3,69.3,49.2,21.6
MEDIAN,19.9,22.0,31.8,44.3,56.0,66.1,72.0,69.7,61.5,50.0,35.9,24.1,46.0,,44.7,69.3,48.7,22.1
STD,5.5,4.8,5.0,3.2,3.5,3.4,2.3,2.4,2.9,3.5,3.4,4.5,1.7,,2.4,1.9,2.1,3.0
MAX,30.3,30.6,44.6,50.5,62.9,73.7,77.8,76.0,67.4,58.6,43.5,32.8,50.0,,49.8,72.9,55.0,29.2
MIN,8.4,7.1,24.9,38.7,50.2,61.2,67.8,64.6,56.0,39.5,29.8,15.2,43.0,,40.4,65.7,45.7,13.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1911,1940,,,,,,,,,,,,,,,,
AVE,18.4,21.4,32.0,44.4,56.2,66.2,71.9,69.1,61.9,49.8,35.5,23.9,45.9,,44.2,69.1,49.0,21.2
MEDIAN,19.0,22.0,32.3,44.3,56.4,66.0,72.0,69.4,61.7,50.2,36.1,24.0,45.8,,44.2,69.3,48.8,22.0
STD,6.7,5.9,4.2,3.0,3.5,3.6,2.6,2.4,2.9,3.6,3.2,5.1,1.8,,2.1,2.1,2.1,3.8
MAX,30.3,30.6,39.7,53.1,62.9,73.7,77.8,74.0,67.4,56.1,43.5,32.8,50.0,,49.8,72.9,55.0,29.2
MIN,2.0,7.1,23.2,39.6,50.2,60.8,66.4,62.9,55.6,39.5,29.7,13.9,42.0,,40.6,63.4,45.5,13.3
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,1930,,,,,,,,,,,,,,,,
AVE,17.6,20.1,33.0,44.7,55.7,65.4,71.2,68.4,61.4,49.6,35.6,22.8,45.5,,44.5,68.3,48.9,20.5
